"","KLP","DESCR","PROCYEAR","PROCMTH","REG","DESTCTRY","POD","VAL","NETWT","SITC","DESTCTRY_L","POD_LABEL","HSCODE","PROVINSI"
"3570","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Amerika Utara","US","IDBLW",15243342.04,2599320,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"3571","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Amerika Utara","US","IDPJG",4010536.8,2354400,"07111","UNITED STATES","PANJANG","09011110","18 LAMPUNG"
"3572","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Amerika Utara","US","IDTPP",340008,56400,"07111","UNITED STATES","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3573","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Amerika Utara","US","IDTES",167988,37200,"07111","UNITED STATES","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3574","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Amerika Utara","US","IDTPE",924407.52,170470,"07111","UNITED STATES","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3575","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Barat","IR","IDTPE",81064.74,38400,"07111","IRAN (ISLAMIC REPUBLIC OF)","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3576","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Barat","AE","IDTPE",89820,38400,"07111","UNITED ARAB EMIRATES","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3577","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","IN","IDPJG",284193,204750,"07111","INDIA","PANJANG","09011110","18 LAMPUNG"
"3578","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","MY","IDBLW",248434.906,90280,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"3579","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","MY","IDPJG",4936849.96,2975640,"07111","MALAYSIA","PANJANG","09011110","18 LAMPUNG"
"3580","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","MY","IDTPE",449971.72,274200,"07111","MALAYSIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3581","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","PH","IDTPE",149456.38,66000,"07111","PHILIPPINES","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3582","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","SG","IDBLW",86158.22,25200,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"3583","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","SG","IDPJG",666470.8,331800,"07111","SINGAPORE","PANJANG","09011110","18 LAMPUNG"
"3584","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","SG","IDCGK",3,1.5,"07111","SINGAPORE","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3585","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Selatan dan Tenggara","SG","IDTPE",43637,19200,"07111","SINGAPORE","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3586","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","CN","IDBLW",54167.02,6300,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
"3587","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","CN","IDPJG",30220.8,19200,"07111","CHINA","PANJANG","09011110","18 LAMPUNG"
"3588","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","CN","IDCGK",4400,20,"07111","CHINA","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3589","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","CN","IDTPP",6926.722,1181.85,"07111","CHINA","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3590","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","CN","IDTPE",233846.03,38400,"07111","CHINA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3591","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","HK","IDBLW",17834.972,2790,"07111","HONG KONG","BELAWAN","09011110","12 SUMATERA UTARA"
"3592","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","HK","IDPJG",32640,19200,"07111","HONG KONG","PANJANG","09011110","18 LAMPUNG"
"3593","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","HK","IDTPP",38265.6,19200,"07111","HONG KONG","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3594","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","HK","IDTPE",34160,19200,"07111","HONG KONG","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3595","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDBLW",1282743.29,215202,"07111","JAPAN","BELAWAN","09011110","12 SUMATERA UTARA"
"3596","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDPJG",2399781.22,1328820,"07111","JAPAN","PANJANG","09011110","18 LAMPUNG"
"3597","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDTPP",67741.75,9000,"07111","JAPAN","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3598","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDTES",249840,90000,"07111","JAPAN","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3599","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDTPE",824632.15,361590,"07111","JAPAN","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3600","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","JP","IDMAK",600618,46800,"07111","JAPAN","MAKASSAR","09011110","73 SULAWESI SELATAN"
"3601","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","KP","IDMAK",31585.14,6000,"07111","KOREA, DEM. PEOPLE'S REP.","MAKASSAR","09011110","73 SULAWESI SELATAN"
"3602","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","KR","IDBLW",956128.02,144290,"07111","KOREA, REPUBLIC OF","BELAWAN","09011110","12 SUMATERA UTARA"
"3603","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","KR","IDKNO",519.2,79,"07111","KOREA, REPUBLIC OF","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"3604","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","KR","IDPJG",34678.2,17400,"07111","KOREA, REPUBLIC OF","PANJANG","09011110","18 LAMPUNG"
"3605","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","KR","IDTPP",315770,124600,"07111","KOREA, REPUBLIC OF","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3606","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","TW","IDBLW",533482.7,90560,"07111","TAIWAN","BELAWAN","09011110","12 SUMATERA UTARA"
"3607","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","TW","IDCGK",6392.4,540.8,"07111","TAIWAN","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3608","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","TW","IDTPP",76000,4000,"07111","TAIWAN","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3609","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Asia Timur","TW","IDTPE",1066820,398400,"07111","TAIWAN","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3610","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","AU","IDBLW",315630.805,55800,"07111","AUSTRALIA","BELAWAN","09011110","12 SUMATERA UTARA"
"3611","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","AU","IDPJG",78920,40000,"07111","AUSTRALIA","PANJANG","09011110","18 LAMPUNG"
"3612","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","AU","IDTES",43296,19200,"07111","AUSTRALIA","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3613","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","AU","IDTPE",89520,19200,"07111","AUSTRALIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3614","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","NZ","IDBLW",117120,19200,"07111","NEW ZEALAND","BELAWAN","09011110","12 SUMATERA UTARA"
"3615","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Australia & Oceania","NZ","IDTPE",75236.43,16400,"07111","NEW ZEALAND","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3616","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","BE","IDBLW",1000063.2,261600,"07111","BELGIUM","BELAWAN","09011110","12 SUMATERA UTARA"
"3617","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","BE","IDTPP",863928,127200,"07111","BELGIUM","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3618","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","BE","IDTPE",486550.2,192000,"07111","BELGIUM","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3619","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","DK","IDTPE",68250,21000,"07111","DENMARK","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3620","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","FI","IDBLW",128256,19200,"07111","FINLAND","BELAWAN","09011110","12 SUMATERA UTARA"
"3621","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","FR","IDTPP",155295,19650,"07111","FRANCE","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3622","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","DE","IDBLW",1720028.553,338400,"07111","GERMANY, FED. REP. OF","BELAWAN","09011110","12 SUMATERA UTARA"
"3623","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","DE","IDPJG",1637496.85,996600,"07111","GERMANY, FED. REP. OF","PANJANG","09011110","18 LAMPUNG"
"3624","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","DE","IDCGK",3,1,"07111","GERMANY, FED. REP. OF","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3625","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","DE","IDTPE",305018.576,76800,"07111","GERMANY, FED. REP. OF","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3626","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GR","IDPJG",406185.6,246000,"07111","GREECE","PANJANG","09011110","18 LAMPUNG"
"3627","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GR","IDTES",42816,19200,"07111","GREECE","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3628","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","IE","IDBLW",233580,55200,"07111","IRELAND","BELAWAN","09011110","12 SUMATERA UTARA"
"3629","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","IT","IDPJG",5165685.06,2913300,"07111","ITALY","PANJANG","09011110","18 LAMPUNG"
"3630","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","IT","IDCGK",16.9,6.3,"07111","ITALY","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3631","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","IT","IDTES",373709.4,176400,"07111","ITALY","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3632","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","IT","IDTPE",1562320.36,693200,"07111","ITALY","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3633","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","NL","IDBLW",678660.9,115200,"07111","NETHERLANDS","BELAWAN","09011110","12 SUMATERA UTARA"
"3634","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","NL","IDKNO",800,20,"07111","NETHERLANDS","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"3635","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","NL","IDTPE",57367.28,25000,"07111","NETHERLANDS","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3636","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","PT","IDPJG",210816,115200,"07111","PORTUGAL","PANJANG","09011110","18 LAMPUNG"
"3637","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","ES","IDCGK",2.4,0.8,"07111","SPAIN","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3638","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","ES","IDTPE",38684.64,19200,"07111","SPAIN","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3639","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","CH","IDBLW",122880,19200,"07111","SWITZERLAND","BELAWAN","09011110","12 SUMATERA UTARA"
"3640","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","CH","IDCGK",26760,4000,"07111","SWITZERLAND","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3641","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","CH","IDTPE",57960,18000,"07111","SWITZERLAND","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3642","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GB","IDBLW",364120,58400,"07111","UNITED KINGDOM","BELAWAN","09011110","12 SUMATERA UTARA"
"3643","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GB","IDPJG",348382.08,216000,"07111","UNITED KINGDOM","PANJANG","09011110","18 LAMPUNG"
"3644","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GB","IDTES",3764.92,500,"07111","UNITED KINGDOM","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3645","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Barat","GB","IDTPE",281232,54000,"07111","UNITED KINGDOM","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3646","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","AM","IDPJG",93818.88,76800,"07111","ARMENIA","PANJANG","09011110","18 LAMPUNG"
"3647","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","AM","IDTPE",104256,56400,"07111","ARMENIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3648","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","BG","IDPJG",212505.6,115200,"07111","BULGARIA","PANJANG","09011110","18 LAMPUNG"
"3649","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","GE","IDPJG",1256950.92,760800,"07111","GEORGIA","PANJANG","09011110","18 LAMPUNG"
"3650","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","GE","IDCGK",3,1,"07111","GEORGIA","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3651","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","GE","IDTES",74304,38400,"07111","GEORGIA","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3652","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","GE","IDTPE",553612.71,307200,"07111","GEORGIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3653","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","LV","IDTPE",51264,18600,"07111","LATVIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3654","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","PL","IDKNO",750,15,"07111","POLAND","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"3655","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","RO","IDPJG",138607.2,74400,"07111","ROMANIA","PANJANG","09011110","18 LAMPUNG"
"3656","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","RO","IDTPE",79603.2,38400,"07111","ROMANIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3657","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","RU","IDPJG",34982.4,19200,"07111","RUSSIA FEDERATION","PANJANG","09011110","18 LAMPUNG"
"3658","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"09","Eropa Timur","UA","IDPJG",40569.6,19200,"07111","UKRAINE","PANJANG","09011110","18 LAMPUNG"
"3659","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","DZ","IDPJG",2448861.48,1363800,"07111","ALGERIA","PANJANG","09011110","18 LAMPUNG"
"3660","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","EG","IDBLW",115920,19200,"07111","EGYPT","BELAWAN","09011110","12 SUMATERA UTARA"
"3661","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","EG","IDPJG",763555.2,384000,"07111","EGYPT","PANJANG","09011110","18 LAMPUNG"
"3662","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","EG","IDTES",95880,57600,"07111","EGYPT","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3663","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","EG","IDTPE",3053687.23,1701000,"07111","EGYPT","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3664","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","MA","IDPJG",3084349.4,1683600,"07111","MOROCCO","PANJANG","09011110","18 LAMPUNG"
"3665","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","MA","IDTPE",107712,57600,"07111","MOROCCO","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3666","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Afrika","ZA","IDBLW",114498.04,19200,"07111","SOUTH AFRICA","BELAWAN","09011110","12 SUMATERA UTARA"
"3667","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","CA","IDBLW",1259446.08,211200,"07111","CANADA","BELAWAN","09011110","12 SUMATERA UTARA"
"3668","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDBLW",15387318.62,2696080,"07111","UNITED STATES","BELAWAN","09011110","12 SUMATERA UTARA"
"3669","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDKNO",515.87,60,"07111","UNITED STATES","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"3670","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDPJG",2508915.6,1512000,"07111","UNITED STATES","PANJANG","09011110","18 LAMPUNG"
"3671","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDCGK",1,2,"07111","UNITED STATES","SOEKARNO-HATTA (U)","09011110","31 DKI JAKARTA"
"3672","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDTPP",1391566.84,211200,"07111","UNITED STATES","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3673","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDSUB",381.6,60,"07111","UNITED STATES","JUANDA (U)-SURABAYA","09011110","35 JAWA TIMUR"
"3674","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDTPE",458039,82780,"07111","UNITED STATES","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3675","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Amerika Utara","US","IDMAK",816000,134400,"07111","UNITED STATES","MAKASSAR","09011110","73 SULAWESI SELATAN"
"3676","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Barat","IR","IDTES",77472,38400,"07111","IRAN (ISLAMIC REPUBLIC OF)","TANJUNG EMAS","09011110","33 JAWA TENGAH"
"3677","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Barat","AE","IDTPP",5274,1758,"07111","UNITED ARAB EMIRATES","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3678","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","IN","IDPJG",266580,180000,"07111","INDIA","PANJANG","09011110","18 LAMPUNG"
"3679","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","MY","IDBLW",238713.367,74880,"07111","MALAYSIA","BELAWAN","09011110","12 SUMATERA UTARA"
"3680","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","MY","IDKNO",2904.33,360,"07111","MALAYSIA","KUALA NAMU INTERNATIONAL AIRPORT (U)","09011110","12 SUMATERA UTARA"
"3681","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","MY","IDPJG",5983197.395,3596400,"07111","MALAYSIA","PANJANG","09011110","18 LAMPUNG"
"3682","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","MY","IDTPE",142154.57,76800,"07111","MALAYSIA","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3683","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","PH","IDTPE",100555,36000,"07111","PHILIPPINES","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3684","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","SG","IDBLW",342371.16,64800,"07111","SINGAPORE","BELAWAN","09011110","12 SUMATERA UTARA"
"3685","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","SG","IDPJG",999146.04,580800,"07111","SINGAPORE","PANJANG","09011110","18 LAMPUNG"
"3686","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","SG","IDTPP",3702.923,480,"07111","SINGAPORE","TANJUNG PRIOK","09011110","31 DKI JAKARTA"
"3687","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","SG","IDTPE",130515,58020,"07111","SINGAPORE","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3688","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","TH","IDBLW",4980,600,"07111","THAILAND","BELAWAN","09011110","12 SUMATERA UTARA"
"3689","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","VN","IDPJG",670540,360000,"07111","VIET NAM","PANJANG","09011110","18 LAMPUNG"
"3690","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Selatan dan Tenggara","VN","IDTPE",74976,38400,"07111","VIET NAM","TANJUNG PERAK","09011110","35 JAWA TIMUR"
"3691","Non Migas","Coffee Arabica WIB or Robusta OIB, not roasted, not decaffeinated",2018,"10","Asia Timur","CN","IDBLW",275209.514,45720,"07111","CHINA","BELAWAN","09011110","12 SUMATERA UTARA"
