"","KLP","DESCR","PROCYEAR","PROCMTH","REG","DESTCTRY","POD","VAL","NETWT","SITC","DESTCTRY_L","POD_LABEL","HSCODE","PROVINSI"
"1","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Amerika Utara","US","IDMRI",392727,216000,"07111","UNITED STATES","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"2","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Amerika Utara","US","IDTES",71985,57600,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"3","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Selatan dan Tenggara","MY","IDKTK",19603,45901,"07111","MALAYSIA","KUALA TUNGKAL","0901119000","15 JAMBI"
"4","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Selatan dan Tenggara","MY","IDMRI",606841,364800,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"5","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Selatan dan Tenggara","SG","IDMRI",136980,72000,"07111","SINGAPORE","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"6","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Timur","CN","IDCGK",6500,100,"07111","CHINA","SOEKARNO-HATTA (U)","0901119000","31 DKI JAKARTA"
"7","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Timur","JP","IDTES",122436,54000,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"8","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Asia Timur","TW","IDTPE",71100,18000,"07111","TAIWAN","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"9","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Barat","FR","IDMRI",37906,21600,"07111","FRANCE","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"10","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Barat","DE","IDMRI",686718,404400,"07111","GERMANY, FED. REP. OF","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"11","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Barat","IT","IDMRI",205740,108000,"07111","ITALY","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"12","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Barat","GB","IDMRI",71064,42000,"07111","UNITED KINGDOM","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"13","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Timur","GE","IDMRI",36756,18000,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"14","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"01","Eropa Timur","RU","IDMRI",241920,172800,"07111","RUSSIA FEDERATION","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"15","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Afrika","EG","IDMRI",130500,90000,"07111","EGYPT","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"16","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Amerika Utara","US","IDTES",119975,96000,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"17","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Asia Selatan dan Tenggara","MY","IDTPP",8316,1260,"07111","MALAYSIA","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"18","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Asia Timur","HK","IDTES",43560,18000,"07111","HONG KONG","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"19","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Asia Timur","JP","IDTES",41933,18000,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"20","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Asia Timur","KR","IDCGK",3953,460,"07111","KOREA, REPUBLIC OF","SOEKARNO-HATTA (U)","0901119000","31 DKI JAKARTA"
"21","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Eropa Barat","DE","IDMRI",194250,105000,"07111","GERMANY, FED. REP. OF","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"22","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Eropa Barat","CH","IDCGK",5280,660,"07111","SWITZERLAND","SOEKARNO-HATTA (U)","0901119000","31 DKI JAKARTA"
"23","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"02","Eropa Barat","GB","IDMRI",381420,234000,"07111","UNITED KINGDOM","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"24","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Amerika Utara","US","IDTPP",9,168,"07111","UNITED STATES","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"25","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Amerika Utara","US","IDTES",119975,96000,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"26","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Asia Selatan dan Tenggara","MY","IDTPP",521,500,"07111","MALAYSIA","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"27","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Asia Timur","JP","IDTES",92340,36000,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"28","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Asia Timur","TW","IDTPE",82344,16319,"07111","TAIWAN","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"29","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Eropa Barat","FR","IDMRI",229273,107640,"07111","FRANCE","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"30","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"03","Eropa Barat","GB","IDMRI",416124,192000,"07111","UNITED KINGDOM","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"31","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Amerika Tengah dan Selatan","EC","IDMRI",325724,153600,"07111","ECUADOR","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"32","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Amerika Utara","US","IDTES",145050,114000,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"33","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Asia Selatan dan Tenggara","MY","IDMRI",147600,72000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"34","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Eropa Barat","DE","IDMRI",650874,259200,"07111","GERMANY, FED. REP. OF","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"35","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Eropa Barat","IT","IDMRI",438269,192000,"07111","ITALY","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"36","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Eropa Barat","GB","IDMRI",897086,402000,"07111","UNITED KINGDOM","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"37","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Eropa Timur","BG","IDMRI",157917,64800,"07111","BULGARIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"38","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"04","Eropa Timur","GE","IDMRI",64800,36000,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"39","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Amerika Tengah dan Selatan","MX","IDMRI",209880,95400,"07111","MEXICO","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"40","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Amerika Utara","US","IDTES",220775,96000,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"41","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Asia Barat","LB","IDSUB",2,5,"07111","LEBANON","JUANDA (U)-SURABAYA","0901119000","35 JAWA TIMUR"
"42","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Asia Selatan dan Tenggara","MY","IDMRI",149760,115200,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"43","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Asia Timur","JP","IDTES",16300,6000,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"44","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Asia Timur","TW","IDTPE",90078,16139,"07111","TAIWAN","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"45","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Barat","DE","IDMRI",486000,324000,"07111","GERMANY, FED. REP. OF","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"46","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Barat","IT","IDMRI",55800,37200,"07111","ITALY","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"47","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Timur","CZ","IDMRI",226800,108000,"07111","CZECH REPUBLIC","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"48","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Timur","GE","IDMRI",111600,74400,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"49","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Timur","PL","IDMRI",211200,115200,"07111","POLAND","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"50","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"05","Eropa Timur","RO","IDMRI",77760,57600,"07111","ROMANIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"51","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Afrika","ZA","IDMRI",74880,57600,"07111","SOUTH AFRICA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"52","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Amerika Tengah dan Selatan","EC","IDMRI",709581,307200,"07111","ECUADOR","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"53","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Amerika Utara","US","IDTES",353250,115200,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"54","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Asia Selatan dan Tenggara","MY","IDMRI",45740,18000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"55","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Asia Timur","JP","IDTES",249030,88200,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"56","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Eropa Barat","DE","IDSUB",1,1,"07111","GERMANY, FED. REP. OF","JUANDA (U)-SURABAYA","0901119000","35 JAWA TIMUR"
"57","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Eropa Barat","IT","IDMRI",27900,18600,"07111","ITALY","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"58","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Eropa Timur","GE","IDMRI",27300,18600,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"59","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"06","Eropa Timur","PL","IDMRI",77760,57600,"07111","POLAND","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"60","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Afrika","MA","IDMRI",83700,55800,"07111","MOROCCO","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"61","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Afrika","ZA","IDMRI",49920,38400,"07111","SOUTH AFRICA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"62","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Amerika Utara","US","IDTES",182750,37200,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"63","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Asia Selatan dan Tenggara","MY","IDMRI",135740,54000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"64","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Asia Timur","JP","IDTES",44316,18000,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"65","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Asia Timur","TW","IDBOA",13923,1071,"07111","TAIWAN","BENOA/LOLOAN","0901119000","51 BALI"
"66","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Barat","DE","IDBLW",5897,840,"07111","GERMANY, FED. REP. OF","BELAWAN","0901119000","12 SUMATERA UTARA"
"67","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Barat","DE","IDMRI",158760,108000,"07111","GERMANY, FED. REP. OF","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"68","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Barat","DE","IDTPP",4440,1000,"07111","GERMANY, FED. REP. OF","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"69","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Barat","GB","IDMRI",136500,105000,"07111","UNITED KINGDOM","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"70","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Timur","GE","IDMRI",27600,18600,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"71","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"07","Eropa Timur","PL","IDMRI",27840,19200,"07111","POLAND","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"72","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Afrika","EG","IDMRI",57600,38400,"07111","EGYPT","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"73","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Afrika","ZA","IDMRI",74880,57600,"07111","SOUTH AFRICA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"74","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Amerika Utara","US","IDTES",353250,115200,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"75","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Asia Selatan dan Tenggara","MY","IDTPP",10745,1351,"07111","MALAYSIA","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"76","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Asia Timur","CN","IDTES",26520,5760,"07111","CHINA","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"77","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Asia Timur","TW","IDTES",28248,6159,"07111","TAIWAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"78","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Eropa Barat","GR","IDMRI",55800,37200,"07111","GREECE","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"79","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"08","Eropa Timur","GE","IDMRI",55800,37200,"07111","GEORGIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"80","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"09","Amerika Tengah dan Selatan","EC","IDMRI",318235,153600,"07111","ECUADOR","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"81","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"09","Amerika Utara","US","IDTES",181850,37200,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"82","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"09","Asia Selatan dan Tenggara","MY","IDMRI",145460,54000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"83","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"09","Asia Timur","KR","IDTPP",9590,479,"07111","KOREA, REPUBLIC OF","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"84","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"09","Eropa Timur","PL","IDMRI",27840,19200,"07111","POLAND","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"85","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Amerika Utara","US","IDTES",132475,19200,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"86","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Asia Selatan dan Tenggara","MY","IDMRI",117740,54000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"87","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Asia Timur","JP","IDTES",13943,1924,"07111","JAPAN","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"88","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Asia Timur","KR","IDDPS",5784,600,"07111","KOREA, REPUBLIC OF","NGURAH RAI (U)","0901119000","51 BALI"
"89","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Asia Timur","TW","IDTPE",325800,54000,"07111","TAIWAN","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"90","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Asia Timur","TW","IDUJU",6734,2864,"07111","TAIWAN","UJUNGPANDANG","0901119000","73 SULAWESI SELATAN"
"91","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"10","Eropa Barat","IT","IDTES",76816,30000,"07111","ITALY","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"92","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Afrika","EG","IDMRI",100099,38400,"07111","EGYPT","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"93","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Amerika Utara","US","IDTES",348280,74400,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"94","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Asia Selatan dan Tenggara","MY","IDMRI",91580,36000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"95","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Asia Timur","KR","IDTPE",78480,17440,"07111","KOREA, REPUBLIC OF","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"96","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Australia & Oceania","AU","IDTPE",4667,1000,"07111","AUSTRALIA","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"97","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"11","Eropa Barat","DE","IDBLW",19425,5000,"07111","GERMANY, FED. REP. OF","BELAWAN","0901119000","12 SUMATERA UTARA"
"98","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Amerika Utara","US","IDTES",529870,192000,"07111","UNITED STATES","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"99","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Asia Selatan dan Tenggara","MY","IDMRI",36000,18000,"07111","MALAYSIA","MUSI RIVER/BOOM BARU","0901119000","16 SUMATERA SELATAN"
"100","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Asia Selatan dan Tenggara","SG","IDTPP",1242,270,"07111","SINGAPORE","TANJUNG PRIOK","0901119000","31 DKI JAKARTA"
"101","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Asia Timur","CN","IDTES",10280,1797,"07111","CHINA","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"102","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Asia Timur","KR","IDDPS",340,34,"07111","KOREA, REPUBLIC OF","NGURAH RAI (U)","0901119000","51 BALI"
"103","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Asia Timur","TW","IDTPE",229080,35999,"07111","TAIWAN","TANJUNG PERAK","0901119000","35 JAWA TIMUR"
"104","Non Migas","Oth coffee,not roasted,not decaffeinated",2011,"12","Eropa Barat","IT","IDTES",38625,15000,"07111","ITALY","TANJUNG EMAS","0901119000","33 JAWA TENGAH"
"105","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"01","Asia Selatan dan Tenggara","MY","IDLIN",3829,2625,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"106","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"02","Asia Selatan dan Tenggara","MY","IDLIN",13980,2000,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"107","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"03","Asia Selatan dan Tenggara","MY","IDLIN",10243,5757,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"108","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"04","Asia Selatan dan Tenggara","MY","IDLIN",6682,2148,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"109","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"06","Asia Selatan dan Tenggara","MY","IDLIN",15394,5350,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"110","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"07","Asia Selatan dan Tenggara","MY","IDLIN",31153,10620,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"111","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"10","Asia Selatan dan Tenggara","SG","IDCGK",6220,155,"07112","SINGAPORE","SOEKARNO-HATTA (U)","0901129000","31 DKI JAKARTA"
"112","Non Migas","Oth coffee, not roasted, decaffeinated",2011,"12","Asia Selatan dan Tenggara","MY","IDLIN",2277,848,"07112","MALAYSIA","LINGKAS TARAKAN","0901129000","65 KALIMANTAN UTARA"
"113","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"01","Asia Selatan dan Tenggara","SG","IDBLW",3985,500,"07120","SINGAPORE","BELAWAN","0901211000","12 SUMATERA UTARA"
"114","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"01","Asia Selatan dan Tenggara","SG","IDMES",505,4,"07120","SINGAPORE","MEDAN / POLONIA (U)","0901211000","12 SUMATERA UTARA"
"115","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"01","Asia Selatan dan Tenggara","TH","IDCGK",5675,947,"07120","THAILAND","SOEKARNO-HATTA (U)","0901211000","31 DKI JAKARTA"
"116","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"01","Asia Timur","HK","IDTPE",90835,38400,"07120","HONG KONG","TANJUNG PERAK","0901211000","35 JAWA TIMUR"
"117","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"01","Australia & Oceania","AU","IDDPS",2853,180,"07120","AUSTRALIA","NGURAH RAI (U)","0901211000","51 BALI"
"118","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"02","Asia Selatan dan Tenggara","SG","IDMES",1123,112,"07120","SINGAPORE","MEDAN / POLONIA (U)","0901211000","12 SUMATERA UTARA"
"119","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"02","Asia Timur","HK","IDTPE",86820,37800,"07120","HONG KONG","TANJUNG PERAK","0901211000","35 JAWA TIMUR"
"120","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"02","Asia Timur","KR","IDDPS",7000,100,"07120","KOREA, REPUBLIC OF","NGURAH RAI (U)","0901211000","51 BALI"
"121","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"02","Australia & Oceania","AU","IDDPS",1363,100,"07120","AUSTRALIA","NGURAH RAI (U)","0901211000","51 BALI"
"122","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"03","Asia Selatan dan Tenggara","SG","IDMES",1012,245,"07120","SINGAPORE","MEDAN / POLONIA (U)","0901211000","12 SUMATERA UTARA"
"123","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"03","Asia Timur","HK","IDTPE",135295,55200,"07120","HONG KONG","TANJUNG PERAK","0901211000","35 JAWA TIMUR"
"124","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"03","Asia Timur","KR","IDCGK",3900,200,"07120","KOREA, REPUBLIC OF","SOEKARNO-HATTA (U)","0901211000","31 DKI JAKARTA"
"125","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"04","Asia Selatan dan Tenggara","SG","IDMES",501,68,"07120","SINGAPORE","MEDAN / POLONIA (U)","0901211000","12 SUMATERA UTARA"
"126","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"04","Asia Timur","CN","IDTPE",41250,15000,"07120","CHINA","TANJUNG PERAK","0901211000","35 JAWA TIMUR"
"127","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"04","Asia Timur","KR","IDCGK",19500,145,"07120","KOREA, REPUBLIC OF","SOEKARNO-HATTA (U)","0901211000","31 DKI JAKARTA"
"128","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"04","Asia Timur","KR","IDTES",17493,407,"07120","KOREA, REPUBLIC OF","TANJUNG EMAS","0901211000","33 JAWA TENGAH"
"129","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"04","Australia & Oceania","AU","IDDPS",1352,100,"07120","AUSTRALIA","NGURAH RAI (U)","0901211000","51 BALI"
"130","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"05","Asia Selatan dan Tenggara","SG","IDMES",819,118,"07120","SINGAPORE","MEDAN / POLONIA (U)","0901211000","12 SUMATERA UTARA"
"131","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"05","Asia Timur","CN","IDTPE",41250,15000,"07120","CHINA","TANJUNG PERAK","0901211000","35 JAWA TIMUR"
"132","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"05","Asia Timur","KR","IDCGK",62400,144,"07120","KOREA, REPUBLIC OF","SOEKARNO-HATTA (U)","0901211000","31 DKI JAKARTA"
"133","Non Migas","Coffee, roasted, not decaffeinated, unground",2011,"05","Australia & Oceania","AU","IDDPS",1353,100,"07120","AUSTRALIA","NGURAH RAI (U)","0901211000","51 BALI"
