Area Code (FAO);Area;Element Code;Element;Item Code (FAO);Item;Year Code;Year;Unit;Value;Flag Description
101;Indonesia;5312;Area harvested;600;Papayas;1979;1979;ha;22820;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1980;1980;ha;30438;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1981;1981;ha;32574;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1982;1982;ha;36751;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1983;1983;ha;28321;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1984;1984;ha;28981;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1985;1985;ha;28050;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1986;1986;ha;36000;FAO estimate
101;Indonesia;5312;Area harvested;600;Papayas;1987;1987;ha;33000;FAO estimate
101;Indonesia;5312;Area harvested;600;Papayas;1988;1988;ha;35183;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1989;1989;ha;26307;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1990;1990;ha;27880;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1991;1991;ha;24597;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1992;1992;ha;13157;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1993;1993;ha;10751;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1994;1994;ha;12235;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1995;1995;ha;11182;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1996;1996;ha;9892;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1997;1997;ha;10036;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1998;1998;ha;9886;Official data
101;Indonesia;5312;Area harvested;600;Papayas;1999;1999;ha;9946;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2000;2000;ha;8886;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2001;2001;ha;10259;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2002;2002;ha;10280;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2003;2003;ha;9306;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2004;2004;ha;9134;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2005;2005;ha;7879;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2006;2006;ha;8021;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2007;2007;ha;7984;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2008;2008;ha;9388;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2009;2009;ha;9571;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2010;2010;ha;9225;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2011;2011;ha;11055;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2012;2012;ha;11701;Official data
101;Indonesia;5312;Area harvested;600;Papayas;2013;2013;ha;10822;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2014;2014;ha;9690;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2015;2015;ha;9655;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2016;2016;ha;10192;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2017;2017;ha;9703;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2018;2018;ha;9684;FAO data based on imputation methodology
101;Indonesia;5312;Area harvested;600;Papayas;2019;2019;ha;10599;FAO data based on imputation methodology
101;Indonesia;5510;Production;600;Papayas;1961;1961;tonnes;200000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1962;1962;tonnes;200000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1963;1963;tonnes;240000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1964;1964;tonnes;240000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1965;1965;tonnes;280000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1966;1966;tonnes;300000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1967;1967;tonnes;300000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1968;1968;tonnes;350000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1969;1969;tonnes;360000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1970;1970;tonnes;300000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1971;1971;tonnes;300000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1972;1972;tonnes;300000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1973;1973;tonnes;280000;FAO estimate
101;Indonesia;5510;Production;600;Papayas;1974;1974;tonnes;181200;Official data
101;Indonesia;5510;Production;600;Papayas;1975;1975;tonnes;255700;Official data
101;Indonesia;5510;Production;600;Papayas;1976;1976;tonnes;223120;Official data
101;Indonesia;5510;Production;600;Papayas;1977;1977;tonnes;244470;Official data
101;Indonesia;5510;Production;600;Papayas;1978;1978;tonnes;220000;Official data
101;Indonesia;5510;Production;600;Papayas;1979;1979;tonnes;263572;Official data
101;Indonesia;5510;Production;600;Papayas;1980;1980;tonnes;315229;Official data
101;Indonesia;5510;Production;600;Papayas;1981;1981;tonnes;322952;Official data
101;Indonesia;5510;Production;600;Papayas;1982;1982;tonnes;294763;Official data
101;Indonesia;5510;Production;600;Papayas;1983;1983;tonnes;240502;Official data
101;Indonesia;5510;Production;600;Papayas;1984;1984;tonnes;269024;Official data
101;Indonesia;5510;Production;600;Papayas;1985;1985;tonnes;255423;Official data
101;Indonesia;5510;Production;600;Papayas;1986;1986;tonnes;314816;Official data
101;Indonesia;5510;Production;600;Papayas;1987;1987;tonnes;321000;Official data
101;Indonesia;5510;Production;600;Papayas;1988;1988;tonnes;345957;Official data
101;Indonesia;5510;Production;600;Papayas;1989;1989;tonnes;323035;Official data
101;Indonesia;5510;Production;600;Papayas;1990;1990;tonnes;349561;Official data
101;Indonesia;5510;Production;600;Papayas;1991;1991;tonnes;352651;Official data
101;Indonesia;5510;Production;600;Papayas;1992;1992;tonnes;406590;Official data
101;Indonesia;5510;Production;600;Papayas;1993;1993;tonnes;422399;Official data
101;Indonesia;5510;Production;600;Papayas;1994;1994;tonnes;371411;Official data
101;Indonesia;5510;Production;600;Papayas;1995;1995;tonnes;586081;Official data
101;Indonesia;5510;Production;600;Papayas;1996;1996;tonnes;381964;Official data
101;Indonesia;5510;Production;600;Papayas;1997;1997;tonnes;360503;Official data
101;Indonesia;5510;Production;600;Papayas;1998;1998;tonnes;489948;Official data
101;Indonesia;5510;Production;600;Papayas;1999;1999;tonnes;449919;Official data
101;Indonesia;5510;Production;600;Papayas;2000;2000;tonnes;429207;Official data
101;Indonesia;5510;Production;600;Papayas;2001;2001;tonnes;500571;Official data
101;Indonesia;5510;Production;600;Papayas;2002;2002;tonnes;605194;Official data
101;Indonesia;5510;Production;600;Papayas;2003;2003;tonnes;626745;Official data
101;Indonesia;5510;Production;600;Papayas;2004;2004;tonnes;732611;Official data
101;Indonesia;5510;Production;600;Papayas;2005;2005;tonnes;548657;Official data
101;Indonesia;5510;Production;600;Papayas;2006;2006;tonnes;643451;Official data
101;Indonesia;5510;Production;600;Papayas;2007;2007;tonnes;621524;Official data
101;Indonesia;5510;Production;600;Papayas;2008;2008;tonnes;717899;Official data
101;Indonesia;5510;Production;600;Papayas;2009;2009;tonnes;772844;Official data
101;Indonesia;5510;Production;600;Papayas;2010;2010;tonnes;675801;Official data
101;Indonesia;5510;Production;600;Papayas;2011;2011;tonnes;958251;Official data
101;Indonesia;5510;Production;600;Papayas;2012;2012;tonnes;906312;Official data
101;Indonesia;5510;Production;600;Papayas;2013;2013;tonnes;909827;Official data
101;Indonesia;5510;Production;600;Papayas;2014;2014;tonnes;840121;Official data
101;Indonesia;5510;Production;600;Papayas;2015;2015;tonnes;851480;Official data
101;Indonesia;5510;Production;600;Papayas;2016;2016;tonnes;904284;Official data
101;Indonesia;5510;Production;600;Papayas;2017;2017;tonnes;875112;Official data
101;Indonesia;5510;Production;600;Papayas;2018;2018;tonnes;887580;Official data
101;Indonesia;5510;Production;600;Papayas;2019;2019;tonnes;986991;Official data
101;Indonesia;5312;Area harvested;667;Tea;1961;1961;ha;107000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1962;1962;ha;107000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1963;1963;ha;105000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1964;1964;ha;102000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1965;1965;ha;101000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1966;1966;ha;94000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1967;1967;ha;91000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1968;1968;ha;87000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1969;1969;ha;86000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1970;1970;ha;89000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1971;1971;ha;79000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1972;1972;ha;76000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1973;1973;ha;80000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1974;1974;ha;84000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1975;1975;ha;84000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;1976;1976;ha;82000;Official data
101;Indonesia;5312;Area harvested;667;Tea;1977;1977;ha;79079;Official data
101;Indonesia;5312;Area harvested;667;Tea;1978;1978;ha;81334;Official data
101;Indonesia;5312;Area harvested;667;Tea;1979;1979;ha;84400;Official data
101;Indonesia;5312;Area harvested;667;Tea;1980;1980;ha;86178;Official data
101;Indonesia;5312;Area harvested;667;Tea;1981;1981;ha;85023;Official data
101;Indonesia;5312;Area harvested;667;Tea;1982;1982;ha;86000;Official data
101;Indonesia;5312;Area harvested;667;Tea;1983;1983;ha;89000;Official data
101;Indonesia;5312;Area harvested;667;Tea;1984;1984;ha;60108;Official data
101;Indonesia;5312;Area harvested;667;Tea;1985;1985;ha;61854;Official data
101;Indonesia;5312;Area harvested;667;Tea;1986;1986;ha;97773;Official data
101;Indonesia;5312;Area harvested;667;Tea;1987;1987;ha;98463;Official data
101;Indonesia;5312;Area harvested;667;Tea;1988;1988;ha;87064;Official data
101;Indonesia;5312;Area harvested;667;Tea;1989;1989;ha;89935;Official data
101;Indonesia;5312;Area harvested;667;Tea;1990;1990;ha;94510;Official data
101;Indonesia;5312;Area harvested;667;Tea;1991;1991;ha;94647;Official data
101;Indonesia;5312;Area harvested;667;Tea;1992;1992;ha;94666;Official data
101;Indonesia;5312;Area harvested;667;Tea;1993;1993;ha;102542;Official data
101;Indonesia;5312;Area harvested;667;Tea;1994;1994;ha;109939;Official data
101;Indonesia;5312;Area harvested;667;Tea;1995;1995;ha;113426;Official data
101;Indonesia;5312;Area harvested;667;Tea;1996;1996;ha;114592;Official data
101;Indonesia;5312;Area harvested;667;Tea;1997;1997;ha;114287;Official data
101;Indonesia;5312;Area harvested;667;Tea;1998;1998;ha;109745;Official data
101;Indonesia;5312;Area harvested;667;Tea;1999;1999;ha;110000;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;2000;2000;ha;121200;FAO estimate
101;Indonesia;5312;Area harvested;667;Tea;2001;2001;ha;115416;Official data
101;Indonesia;5312;Area harvested;667;Tea;2002;2002;ha;115803;Official data
101;Indonesia;5312;Area harvested;667;Tea;2003;2003;ha;116200;Official data
101;Indonesia;5312;Area harvested;667;Tea;2004;2004;ha;116200;Official data
101;Indonesia;5312;Area harvested;667;Tea;2005;2005;ha;142847;Official data
101;Indonesia;5312;Area harvested;667;Tea;2006;2006;ha;111055;Official data
101;Indonesia;5312;Area harvested;667;Tea;2007;2007;ha;133734;Official data
101;Indonesia;5312;Area harvested;667;Tea;2008;2008;ha;127712;Official data
101;Indonesia;5312;Area harvested;667;Tea;2009;2009;ha;123506;Official data
101;Indonesia;5312;Area harvested;667;Tea;2010;2010;ha;124573;Official data
101;Indonesia;5312;Area harvested;667;Tea;2011;2011;ha;122458;Official data
101;Indonesia;5312;Area harvested;667;Tea;2012;2012;ha;121607;Official data
101;Indonesia;5312;Area harvested;667;Tea;2013;2013;ha;122494;Official data
101;Indonesia;5312;Area harvested;667;Tea;2014;2014;ha;118889;Official data
101;Indonesia;5312;Area harvested;667;Tea;2015;2015;ha;114891;Official data
101;Indonesia;5312;Area harvested;667;Tea;2016;2016;ha;117268;Official data
101;Indonesia;5312;Area harvested;667;Tea;2017;2017;ha;113307;Official data
101;Indonesia;5312;Area harvested;667;Tea;2018;2018;ha;109936;Official data
101;Indonesia;5312;Area harvested;667;Tea;2019;2019;ha;108750;Official data
101;Indonesia;5510;Production;667;Tea;1961;1961;tonnes;77100;Official data
101;Indonesia;5510;Production;667;Tea;1962;1962;tonnes;80400;Official data
101;Indonesia;5510;Production;667;Tea;1963;1963;tonnes;75600;Official data
101;Indonesia;5510;Production;667;Tea;1964;1964;tonnes;74400;Official data
101;Indonesia;5510;Production;667;Tea;1965;1965;tonnes;79800;Official data
101;Indonesia;5510;Production;667;Tea;1966;1966;tonnes;71700;Official data
101;Indonesia;5510;Production;667;Tea;1967;1967;tonnes;76020;Official data
101;Indonesia;5510;Production;667;Tea;1968;1968;tonnes;75574;Official data
101;Indonesia;5510;Production;667;Tea;1969;1969;tonnes;71570;Official data
101;Indonesia;5510;Production;667;Tea;1970;1970;tonnes;64166;Official data
101;Indonesia;5510;Production;667;Tea;1971;1971;tonnes;60922;Official data
101;Indonesia;5510;Production;667;Tea;1972;1972;tonnes;59924;Official data
101;Indonesia;5510;Production;667;Tea;1973;1973;tonnes;67584;Official data
101;Indonesia;5510;Production;667;Tea;1974;1974;tonnes;65017;Official data
101;Indonesia;5510;Production;667;Tea;1975;1975;tonnes;70089;Official data
101;Indonesia;5510;Production;667;Tea;1976;1976;tonnes;73765;Official data
101;Indonesia;5510;Production;667;Tea;1977;1977;tonnes;82928;Official data
101;Indonesia;5510;Production;667;Tea;1978;1978;tonnes;92110;Official data
101;Indonesia;5510;Production;667;Tea;1979;1979;tonnes;97217;Official data
101;Indonesia;5510;Production;667;Tea;1980;1980;tonnes;106175;Official data
101;Indonesia;5510;Production;667;Tea;1981;1981;tonnes;109135;Official data
101;Indonesia;5510;Production;667;Tea;1982;1982;tonnes;92732;Official data
101;Indonesia;5510;Production;667;Tea;1983;1983;tonnes;110317;Official data
101;Indonesia;5510;Production;667;Tea;1984;1984;tonnes;126443;Official data
101;Indonesia;5510;Production;667;Tea;1985;1985;tonnes;127464;Official data
101;Indonesia;5510;Production;667;Tea;1986;1986;tonnes;129481;Official data
101;Indonesia;5510;Production;667;Tea;1987;1987;tonnes;126096;Official data
101;Indonesia;5510;Production;667;Tea;1988;1988;tonnes;133800;Official data
101;Indonesia;5510;Production;667;Tea;1989;1989;tonnes;141374;Official data
101;Indonesia;5510;Production;667;Tea;1990;1990;tonnes;155919;Official data
101;Indonesia;5510;Production;667;Tea;1991;1991;tonnes;139520;Official data
101;Indonesia;5510;Production;667;Tea;1992;1992;tonnes;153701;Official data
101;Indonesia;5510;Production;667;Tea;1993;1993;tonnes;164994;Official data
101;Indonesia;5510;Production;667;Tea;1994;1994;tonnes;139222;Official data
101;Indonesia;5510;Production;667;Tea;1995;1995;tonnes;154013;Official data
101;Indonesia;5510;Production;667;Tea;1996;1996;tonnes;166256;Official data
101;Indonesia;5510;Production;667;Tea;1997;1997;tonnes;153600;Official data
101;Indonesia;5510;Production;667;Tea;1998;1998;tonnes;166800;Official data
101;Indonesia;5510;Production;667;Tea;1999;1999;tonnes;161000;Official data
101;Indonesia;5510;Production;667;Tea;2000;2000;tonnes;162586;Official data
101;Indonesia;5510;Production;667;Tea;2001;2001;tonnes;166867;Official data
101;Indonesia;5510;Production;667;Tea;2002;2002;tonnes;165194;Official data
101;Indonesia;5510;Production;667;Tea;2003;2003;tonnes;169818;Official data
101;Indonesia;5510;Production;667;Tea;2004;2004;tonnes;167136;Official data
101;Indonesia;5510;Production;667;Tea;2005;2005;tonnes;167276;Official data
101;Indonesia;5510;Production;667;Tea;2006;2006;tonnes;146858;Official data
101;Indonesia;5510;Production;667;Tea;2007;2007;tonnes;150623;Official data
101;Indonesia;5510;Production;667;Tea;2008;2008;tonnes;153971;Official data
101;Indonesia;5510;Production;667;Tea;2009;2009;tonnes;156901;Official data
101;Indonesia;5510;Production;667;Tea;2010;2010;tonnes;150342;Official data
101;Indonesia;5510;Production;667;Tea;2011;2011;tonnes;146603;Official data
101;Indonesia;5510;Production;667;Tea;2012;2012;tonnes;143413;Official data
101;Indonesia;5510;Production;667;Tea;2013;2013;tonnes;145855;Official data
101;Indonesia;5510;Production;667;Tea;2014;2014;tonnes;154369;Official data
101;Indonesia;5510;Production;667;Tea;2015;2015;tonnes;132615;Official data
101;Indonesia;5510;Production;667;Tea;2016;2016;tonnes;144015;Official data
101;Indonesia;5510;Production;667;Tea;2017;2017;tonnes;146251;Official data
101;Indonesia;5510;Production;667;Tea;2018;2018;tonnes;140236;Official data
101;Indonesia;5510;Production;667;Tea;2019;2019;tonnes;137803;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1961;1961;ha;223900;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1962;1962;ha;188500;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1963;1963;ha;304500;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1964;1964;ha;146700;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1965;1965;ha;179300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1966;1966;ha;167300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1967;1967;ha;144500;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1968;1968;ha;151100;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1969;1969;ha;223300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1970;1970;ha;170044;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1971;1971;ha;135212;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1972;1972;ha;175510;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1973;1973;ha;175723;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1974;1974;ha;175046;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1975;1975;ha;198657;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1976;1976;ha;198608;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1977;1977;ha;188370;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1978;1978;ha;175557;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1979;1979;ha;208468;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1980;1980;ha;141225;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1981;1981;ha;204026;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1982;1982;ha;210026;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1983;1983;ha;201294;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1984;1984;ha;156606;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1985;1985;ha;288118;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1986;1986;ha;198842;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1987;1987;ha;211432;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1988;1988;ha;187432;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1989;1989;ha;183794;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1990;1990;ha;235866;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1991;1991;ha;214838;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1992;1992;ha;166847;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1993;1993;ha;167932;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1994;1994;ha;182293;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1995;1995;ha;216148;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1996;1996;ha;222164;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1997;1997;ha;219262;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1998;1998;ha;174079;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;1999;1999;ha;167271;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2000;2000;ha;168300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2001;2001;ha;262000;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2002;2002;ha;256081;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2003;2003;ha;256926;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2004;2004;ha;200973;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2005;2005;ha;198212;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2006;2006;ha;172234;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2007;2007;ha;198054;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2008;2008;ha;196627;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2009;2009;ha;204450;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2010;2010;ha;216300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2011;2011;ha;228800;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2012;2012;ha;270300;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2013;2013;ha;270200;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2014;2014;ha;209400;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2015;2015;ha;209095;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2016;2016;ha;155950;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2017;2017;ha;201909;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2018;2018;ha;204509;Official data
101;Indonesia;5312;Area harvested;826;Tobacco, unmanufactured;2019;2019;ha;204798;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1961;1961;tonnes;85800;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1962;1962;tonnes;81600;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1963;1963;tonnes;93900;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1964;1964;tonnes;48400;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1965;1965;tonnes;78400;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1966;1966;tonnes;69800;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1967;1967;tonnes;60000;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1968;1968;tonnes;60000;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1969;1969;tonnes;89200;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1970;1970;tonnes;76666;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1971;1971;tonnes;57352;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1972;1972;tonnes;126558;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1973;1973;tonnes;76507;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1974;1974;tonnes;78071;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1975;1975;tonnes;95665;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1976;1976;tonnes;89798;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1977;1977;tonnes;84502;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1978;1978;tonnes;82466;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1979;1979;tonnes;120299;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1980;1980;tonnes;85487;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1981;1981;tonnes;109646;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1982;1982;tonnes;106802;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1983;1983;tonnes;109484;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1984;1984;tonnes;107825;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1985;1985;tonnes;160765;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1986;1986;tonnes;101235;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1987;1987;tonnes;112691;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1988;1988;tonnes;116917;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1989;1989;tonnes;80979;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1990;1990;tonnes;156432;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1991;1991;tonnes;140283;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1992;1992;tonnes;111655;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1993;1993;tonnes;121370;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1994;1994;tonnes;130134;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1995;1995;tonnes;140169;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1996;1996;tonnes;151025;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1997;1997;tonnes;136746;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1998;1998;tonnes;137564;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;1999;1999;tonnes;138000;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2000;2000;tonnes;204329;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2001;2001;tonnes;199103;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2002;2002;tonnes;192083;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2003;2003;tonnes;200875;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2004;2004;tonnes;165108;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2005;2005;tonnes;153470;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2006;2006;tonnes;146265;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2007;2007;tonnes;164851;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2008;2008;tonnes;168037;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2009;2009;tonnes;176510;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2010;2010;tonnes;135700;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2011;2011;tonnes;214600;Official data
101;Indonesia;5510;Production;826;Tobacco, unmanufactured;2012;2012;tonnes;260800;Official data
