Y,X1,X2,X3,X4,Z1,Z2,Z3,Z4,Z5,Z6,Z7
6.35610766069589,7.3132203870903,0,2.56494935746154,3.16547504814109,45,6,0,0,0,0,0
5.57594910314632,6.5510803350434,0,1.88706964903238,2.3887627892351,49,1,0,1,0,0,0
6.64378973314767,6.90775527898214,2.07944154167984,2.19722457733622,2.95491027903374,25,9,0,1,0,0,0
6.44730586254121,6.90775527898214,0,2.19722457733622,2.83321334405622,47,1,0,1,0,0,0
6.39692965521615,6.68461172766793,1.94591014905531,2.00148000021012,2.78501124223834,47,12,0,1,0,0,0
6.35610766069589,7.3132203870903,2.30258509299405,2.56494935746154,3.29583686600433,44,9,0,1,0,0,0
5.56068163101553,6.39692965521615,1.38629436111989,1.75785791755237,2.4932054526027,44,12,0,1,0,0,0
5.99146454710798,6.90775527898214,1.6094379124341,2.19722457733622,2.91777073208428,55,9,0,0,0,0,0
5.99146454710798,6.39692965521615,1.38629436111989,1.75785791755237,2.43361335540045,47,6,0,1,0,0,0
6.14203740558736,6.90775527898214,1.79175946922806,2.19722457733622,2.75366071235426,42,6,0,1,0,0,0
5.52146091786225,6.39692965521615,1.6094379124341,1.75785791755237,2.3887627892351,41,6,0,0,0,0,0
6.44094654063292,8.00636756765025,4.26267987704132,2.19722457733622,4.02356438016105,42,12,0,1,0,0,0
5.9295891433899,7.59085212368858,2.99573227355399,1.6094379124341,3.80220813942094,57,12,0,1,0,0,0
6.25766758788264,8.00636756765025,2.70805020110221,1.6094379124341,4.06388535473739,55,9,0,1,0,1,0
6.29894924685594,7.86326672400957,2.94443897916644,1.09861228866811,3.64283551561253,63,1,0,1,0,1,0
6.03548143252476,7.69621263934641,2.30258509299405,1.38629436111989,3.91999117507732,43,9,0,1,0,0,0
6.59578051396131,8.00636756765025,3.04452243772342,1.38629436111989,4.12874598893943,49,9,0,1,0,0,0
6.04500531403601,7.86326672400957,2.56494935746154,1.6094379124341,3.88567903008854,38,12,0,1,0,0,0
6.50578406012823,8.3485378253861,2.39789527279837,1.6094379124341,4.32015123095579,50,12,0,1,0,0,0
5.89164421182577,7.74066440191724,2.83321334405622,1.6094379124341,3.67376581630389,45,12,0,1,0,0,0
5.89164421182577,7.82404601085629,2.07944154167984,1.09861228866811,3.8155121050473,55,12,0,1,0,0,0
6.62007320653036,8.29404964010203,3.43398720448515,3.04452243772342,3.53514535417189,48,6,0,1,0,0,0
6.04025471127741,7.82404601085629,3.93182563272433,3.04452243772342,3.19458313229916,42,12,0,1,0,1,0
6.45362499889269,8.51719319141624,4.11087386417331,3.71357206670431,3.4307561839037,32,6,0,1,0,1,0
6.30991827822652,8.00636756765025,3.04452243772342,3.2188758248682,3.24649099190117,35,6,0,1,0,1,0
6.75110146893676,8.16051824747751,4.02535169073515,3.04452243772342,3.62700405039585,45,6,0,1,0,1,0
6.07993319509559,8.51719319141624,3.58351893845611,3.04452243772342,3.43398720448515,35,9,0,1,0,1,0
6.66568371778241,8.69951474821019,4.33073334028633,3.04452243772342,3.82209829790016,49,6,0,1,0,1,0
7.15851399732932,8.85366542803745,4.39444915467244,3.43398720448515,3.92395157629342,34,9,0,1,0,1,0
6.04025471127741,8.51719319141624,4.26267987704132,2.77258872223978,3.15273602236366,45,9,0,1,0,0,0
6.33682573114644,8.00636756765025,3.93182563272433,3.2188758248682,3.65583960003574,33,12,0,1,0,1,0
5.07517381523383,7.82404601085629,3.04452243772342,3.04452243772342,3.91202300542815,39,6,0,0,1,0,0
5.85507192220243,9.21034037197618,3.43398720448515,4.35670882668959,4.81055701571304,50,12,0,1,0,0,0
6.35610766069589,7.82404601085629,3.04452243772342,3.04452243772342,3.64021428213266,42,12,0,1,0,0,0
5.25749537202778,7.78322401633604,3.04452243772342,2.99573227355399,3.87120101090789,47,12,0,0,0,0,0
5.95064255258773,8.51719319141624,3.04452243772342,3.36729582998647,4.31748811353631,54,6,0,0,0,0,0
4.56434819146784,7.13089883029635,3.04452243772342,2.39789527279837,3.38439026334577,51,9,0,1,0,0,0
6.35610766069589,8.51719319141624,3.04452243772342,3.66356164612965,4.37952350445576,46,9,0,0,1,0,0
6.35610766069589,8.51719319141624,3.04452243772342,3.36729582998647,4.14788532915013,36,6,0,0,1,0,0
6.35610766069589,8.51719319141624,3.04452243772342,3.66356164612965,4.30676415017333,39,12,0,0,1,0,0
6.35610766069589,8.51719319141624,3.04452243772342,3.66356164612965,4.08597631255158,31,6,0,0,1,0,0
6.86693328446188,7.82404601085629,2.70805020110221,3.04452243772342,3.94931879017184,62,6,0,1,0,0,0
6.86693328446188,7.82404601085629,2.70805020110221,3.04452243772342,4.0842942263686,39,9,0,1,0,0,0
6.90775527898214,6.90775527898214,2.70805020110221,2.19722457733622,3.2188758248682,56,9,0,1,1,0,0
5.25749537202778,7.09007683577609,2.70805020110221,2.30258509299405,3.25037449192757,53,6,0,1,1,0,0
7.04925484125584,7.82404601085629,2.70805020110221,3.04452243772342,4.00733318523247,50,6,0,1,0,0,0
7.04925484125584,7.3132203870903,2.70805020110221,2.56494935746154,3.65065824129374,38,9,0,1,0,0,0
5.85793315448346,6.90775527898214,3.8286413964891,2.19722457733622,3.23867845216438,46,12,0,1,0,0,0
6.90775527898214,6.90775527898214,1.09861228866811,2.19722457733622,3.25809653802148,37,9,0,1,1,0,0
6.64378973314767,7.3132203870903,2.70805020110221,2.56494935746154,3.59731226058845,34,9,0,1,0,0,0
6.35610766069589,7.3132203870903,0,2.56494935746154,3.26956893918372,32,9,0,1,0,0,0
6.40025744530882,7.3132203870903,0,2.56494935746154,3.37073817417745,46,6,0,1,0,0,0
7.24422751560335,8.06683531441734,0,3.25809653802148,4.18509892549057,43,6,0,1,0,0,0
5.95064255258773,7.3132203870903,0,2.56494935746154,3.52636052461616,35,6,0,1,0,0,0
5.25749537202778,7.09007683577609,0,2.36085400111802,3.28840188751681,31,6,0,1,0,0,0
5.25749537202778,6.90775527898214,0,2.19722457733622,3.13549421592915,39,6,0,1,0,0,0
4.969813299576,6.90775527898214,0,2.19722457733622,3.17805383034795,46,9,0,1,1,0,0
5.25749537202778,7.82404601085629,0,3.04452243772342,4.06902675423781,39,6,0,1,0,0,0
5.16478597392351,6.90775527898214,0,2.19722457733622,3.17805383034795,35,6,0,0,0,0,0
5.25749537202778,6.90775527898214,0,2.19722457733622,3.17805383034795,25,6,0,1,0,0,0
5.25749537202778,7.78322401633604,3.04452243772342,2.99573227355399,3.98154906807676,33,6,0,1,0,0,0
6.64378973314767,7.78322401633604,3.04452243772342,3.00568260440716,4.09767235231478,37,9,0,1,0,0,0
5.25749537202778,7.82404601085629,0,3.04452243772342,4.0842942263686,36,9,0,1,0,0,0
6.91572344863131,7.78322401633604,3.93182563272433,3.00568260440716,4.01457959375324,30,12,0,1,0,0,0
6.86693328446188,7.3132203870903,3.93182563272433,2.56494935746154,3.6163087612791,48,6,0,1,0,0,0
6.68461172766793,7.78322401633604,3.04452243772342,3.00568260440716,3.85227300102237,45,6,0,1,0,0,0
7.02108396428914,7.78322401633604,3.04452243772342,3.00568260440716,3.62966009445397,35,12,0,0,0,0,0
6.64378973314767,8.1886891244442,3.04452243772342,3.39450839351136,3.51452606696916,49,12,0,1,0,0,0
7.02108396428914,8.1886891244442,3.04452243772342,3.39450839351136,3.45946628978613,46,6,0,1,0,0,0
5.88610403145016,7.78322401633604,3.04452243772342,3.00568260440716,3.70376806660769,40,12,0,1,0,0,0
5.7037824746562,8.51719319141624,4.70953020131233,3.43398720448515,4.54329478227,59,6,0,1,1,1,0
6.5510803350434,9.21034037197618,5.04985600724954,3.93182563272433,4.85203026391962,40,16,0,1,1,0,0
6.62007320653036,9.21034037197618,5.17048399503815,3.97029191355212,5.20948615284142,52,6,0,1,1,0,0
5.52146091786225,7.82404601085629,4.26267987704132,2.77258872223978,4.12713438504509,48,6,0,1,0,1,0
6.5510803350434,9.21034037197618,5.01727983681492,3.93182563272433,5.25227342804663,60,6,0,0,0,1,0
5.99146454710798,8.51719319141624,4.91265488573605,3.43398720448515,4.14313472639153,57,6,0,1,1,1,0
5.50125821054473,7.82404601085629,4.51085950651685,2.77258872223978,3.85014760171006,46,6,0,1,0,1,0
6.90775527898214,9.21034037197618,5.44241771052179,3.98898404656427,5.16478597392351,40,6,0,1,1,1,0
5.61677109766657,7.82404601085629,4.26267987704132,2.77258872223978,3.61091791264422,49,1,0,1,0,0,0
5.73657229747919,8.29404964010203,4.33073334028633,3.49650756146648,3.87120101090789,43,9,0,1,0,1,0
5.59842195899838,7.82404601085629,4.61512051684126,2.77258872223978,3.52636052461616,42,6,0,1,0,1,0
5.7037824746562,7.82404601085629,4.79579054559674,2.77258872223978,3.43398720448515,34,6,0,0,0,1,0
6.10924758276437,7.82404601085629,4.61512051684126,2.77258872223978,3.43398720448515,43,12,0,0,0,1,0
5.7037824746562,8.51719319141624,4.83628190695148,3.04452243772342,4.56434819146784,42,6,0,1,0,1,0
5.18738580584076,8.51719319141624,4.83628190695148,2.77258872223978,3.73766961828337,36,6,0,1,1,0,0
6.01126717440416,8.51719319141624,4.33073334028633,2.77258872223978,3.61091791264422,72,9,0,1,0,0,0
7.39633529380081,8.98719682066197,5.30330490805908,3.71357206670431,4.54329478227,45,12,0,1,1,0,0
4.43081679884331,6.25382881157547,2.30258509299405,3.04452243772342,4.36944785246702,29,1,0,0,1,0,0
6.62007320653036,8.41183267575841,4.83628190695148,3.71357206670431,5.2257466737132,40,9,0,1,1,0,0
6.47697236288968,8.51719319141624,3.2188758248682,0.693147180559945,2.19722457733622,42,6,0,0,1,1,0
6.77536609093639,9.21034037197618,2.77258872223978,3.43398720448515,4.0943445622221,42,6,0,0,1,0,0
6.12029741895095,9.21034037197618,3.25809653802148,3.04452243772342,4.38202663467388,35,9,0,1,0,0,0
7.78322401633604,9.21034037197618,0,3.93182563272433,4.70953020131233,42,9,0,1,1,1,0
5.25749537202778,7.82404601085629,4.61512051684126,3.55534806148941,4.44265125649032,46,1,0,0,0,1,0
7.3132203870903,9.21034037197618,5.99396142730657,3.95124371858143,4.92725368515721,45,6,0,1,1,0,0
6.80239476332431,8.51719319141624,0,3.04452243772342,3.75185425327533,44,6,0,0,0,1,0
6.10924758276437,8.51719319141624,5.01727983681492,4.23410650459726,5.20948615284142,50,1,0,0,1,1,0
6.65415252018322,8.51719319141624,4.98360662170834,3.55534806148941,4.66343909411207,45,6,0,0,1,0,0
6.3279367837292,9.04782144247841,0,3.71357206670431,4.21950770517611,29,12,0,1,1,0,0
5.54126354515843,8.51719319141624,3.04452243772342,3.71357206670431,4.64918707140487,52,1,0,1,1,1,0
5.31811999384422,8.41183267575841,4.33073334028633,3.71357206670431,4.15888308335967,37,1,0,1,1,1,0
5.37063802812766,8.69951474821019,0,2.89037175789616,4.40671924726425,36,9,0,1,1,1,0
5.01063529409626,7.82404601085629,2.77258872223978,3.61091791264422,3.8607297110406,60,1,0,0,1,1,0
4.49980967033027,7.82404601085629,3.25809653802148,3.43398720448515,3.76120011569356,51,1,0,1,1,1,0
6.47697236288968,8.51719319141624,0,2.89037175789616,3.15700042115011,40,6,0,0,1,0,0
6.74523634948436,7.69621263934641,4.61512051684126,3.04452243772342,3.55534806148941,56,1,0,1,0,1,0
6.57088296233958,8.16051824747751,4.33073334028633,2.39789527279837,3.87120101090789,58,1,0,0,0,1,0
6.5510803350434,8.47637119689598,2.77258872223978,2.89037175789616,3.17805383034795,55,1,0,1,0,0,0
6.50727771238501,7.82404601085629,4.39444915467244,3.2188758248682,3.91202300542815,41,1,0,0,0,0,0
6.21460809842219,7.82404601085629,3.04452243772342,3.36729582998647,4.06044301054642,40,1,0,1,1,1,0
6.79009723551391,8.00636756765025,4.61512051684126,3.49650756146648,3.86283276123737,42,1,0,0,0,0,0
6.41673228251233,7.82404601085629,3.93182563272433,3.04452243772342,4.02535169073515,43,1,0,0,0,0,0
6.01126717440416,7.60090245954208,4.75359019110636,2.77258872223978,3.40119738166216,28,12,0,0,1,0,0
7.04315991598834,8.51719319141624,3.71357206670431,3.2188758248682,4.24132675257075,27,9,0,1,0,1,0
6.52209279817015,7.49554194388426,0,2.99573227355399,4.06044301054642,40,1,0,1,0,0,0
6.74523634948436,7.36201055125973,2.39789527279837,3.04452243772342,3.84374416467485,42,1,0,1,0,0,0
7.15070145759253,7.76726399675731,0,2.39789527279837,3.62700405039585,48,6,0,1,0,0,0
6.63987583382654,7.61332497954064,0,2.56494935746154,3.35340671782581,47,6,0,1,0,0,0
5.52942908751142,7.53636393840451,0,2.56494935746154,3.61091791264422,50,16,0,1,0,0,0
5.78074351579233,7.82404601085629,0,3.04452243772342,4.33073334028633,46,9,0,0,1,0,0
5.4553211153577,7.13089883029635,0,3.04452243772342,4.29045944114839,70,6,0,1,0,0,0
7.83201418050547,9.32812340763257,3.58351893845611,2.77258872223978,3.03013370027132,49,9,0,1,0,0,0
5.19295685089021,7.69028602067677,0,3.04452243772342,3.11351530921037,35,1,0,0,0,0,0
6.90775527898214,9.00270100719794,0,2.19722457733622,2.75366071235426,50,9,0,1,0,0,0
5.08759633523238,8.0471895621705,0,3.61091791264422,4.44617445449763,53,9,0,1,1,0,0
5.52942908751142,8.83564692253477,3.93182563272433,2.77258872223978,3.36729582998647,41,1,0,1,0,0,0
5.88610403145016,8.22951111896446,0,3.58351893845611,4.46590811865458,58,6,0,0,1,0,0
6.67456139181443,8.0471895621705,0,3.04452243772342,3.49650756146648,39,12,0,0,1,0,0
6.98471632011827,8.22951111896446,2.39789527279837,3.2188758248682,4.12713438504509,45,9,0,1,1,0,0
4.969813299576,7.3132203870903,0,3.2188758248682,3.86283276123737,24,6,0,0,0,0,0
7.83201418050547,8.9226582995244,2.39789527279837,2.56494935746154,2.64617479738412,49,12,0,1,0,0,0
6.80239476332431,8.22951111896446,1.79175946922806,3.36729582998647,3.96651119071222,40,6,0,1,1,0,0
6.10924758276437,7.53636393840451,0,3.58351893845611,4.06044301054642,74,1,0,0,0,0,0
7.90100705199242,9.61580548008435,0,2.83321334405622,3.56953269648137,47,6,0,0,1,0,0
6.10924758276437,7.53636393840451,5.30330490805908,4.57471097850338,4.92362391710663,45,6,0,0,0,0,0
6.29156913955832,7.53636393840451,0,2.83321334405622,3.81771232595691,43,9,0,0,0,0,0
6.80239476332431,8.0471895621705,0,2.39789527279837,3.32143241319329,48,6,0,1,0,0,0
6.29156913955832,7.53636393840451,3.43398720448515,2.30258509299405,3.46573590279973,52,6,0,1,0,1,0
6.39692965521615,7.53636393840451,0,0,0,51,6,0,1,0,1,0
5.74620319054015,7.13089883029635,0,0,0,52,6,0,0,0,1,0
6.03548143252476,7.13089883029635,3.25809653802148,2.56494935746154,3.61091791264422,45,9,0,1,0,1,0
5.63121178182137,7.13089883029635,0,0,0,55,1,0,1,0,1,0
5.2257466737132,6.4377516497364,3.43398720448515,3.04452243772342,3.78418963391826,38,9,0,1,0,1,0
5.34233425196481,6.4377516497364,2.39789527279837,2.77258872223978,3.3603753871419,31,12,0,0,0,1,0
5.98141421125448,7.13089883029635,3.93182563272433,4.00733318523247,4.82430571590476,49,6,0,0,1,1,0
6.44571981938558,7.53636393840451,5.70711026474888,4.00733318523247,4.90527477843843,53,6,0,1,0,1,1
6.5792512120101,7.82404601085629,3.43398720448515,2.94443897916644,3.78418963391826,53,6,0,1,1,1,1
5.08759633523238,6.4377516497364,3.71357206670431,3.04452243772342,3.76120011569356,50,6,0,0,0,1,0
6.69703424766648,7.82404601085629,3.43398720448515,2.94443897916644,3.61091791264422,40,9,0,1,1,1,1
7.13886699994552,8.22951111896446,3.93182563272433,3.04452243772342,3.78418963391826,48,12,0,1,1,1,0
6.80239476332431,7.94165125293056,3.93182563272433,2.39789527279837,2.40694510831829,56,6,0,1,1,1,0
6.98471632011827,8.51719319141624,3.93182563272433,2.77258872223978,3.07731226054641,56,1,0,1,0,1,0
6.39692965521615,7.13089883029635,3.43398720448515,3.04452243772342,3.02042488614436,45,1,0,1,0,1,0
7.28824440102012,8.22951111896446,0,1.79175946922806,2.30757263450509,50,1,0,1,1,1,0
7.0647590277918,7.82404601085629,3.93182563272433,3.04452243772342,3.05870707271538,49,1,0,1,1,1,1
8.16051824747751,9.21034037197618,4.11087386417331,3.2188758248682,3.65065824129374,45,1,0,1,0,1,0
7.20785987143248,8.22951111896446,3.93182563272433,3.04452243772342,3.24259235148552,45,12,0,1,1,1,0
6.29156913955832,7.82404601085629,3.93182563272433,3.71357206670431,3.63230910262554,50,6,0,1,1,1,0
6.98471632011827,8.51719319141624,2.77258872223978,2.39789527279837,2.77258872223978,38,6,0,0,0,1,1
6.88755257166462,8.51719319141624,3.93182563272433,3.43398720448515,3.89079936897652,31,6,0,1,0,1,0
6.81892406527552,8.22951111896446,2.77258872223978,3.04452243772342,3.51154543883102,35,6,0,1,0,1,0
6.29156913955832,7.13089883029635,4.61512051684126,4.39444915467244,4.79579054559674,50,6,0,1,0,1,0
6.29156913955832,7.49554194388426,3.93182563272433,3.43398720448515,3.96461545554732,35,9,0,1,0,1,0
7.13886699994552,8.51719319141624,2.39789527279837,3.04452243772342,3.35689712276558,56,6,0,1,0,0,0
6.62007320653036,8.14786712992395,3.93182563272433,3.71357206670431,3.63230910262554,46,12,0,1,0,0,0
4.68213122712422,6.89770494312864,2.77258872223978,3.71357206670431,3.88567903008854,53,6,0,1,0,1,0
6.44571981938558,7.82404601085629,4.40671924726425,2.39789527279837,2.73436750941958,60,6,0,1,0,1,0
6.5792512120101,7.60090245954208,3.61091791264422,2.70805020110221,2.82731362192903,50,9,0,1,0,1,0
6.98471632011827,7.65396918047877,3.93182563272433,3.61091791264422,4.06044301054642,44,9,0,1,1,0,0
6.44571981938558,7.54960916515453,3.93182563272433,2.94443897916644,3.36384159511839,42,9,0,1,1,1,0
5.9295891433899,8.45105338891169,0,2.07944154167984,2.39789527279837,49,1,0,0,0,0,0
5.23644196282995,7.12929754892937,0,0,0,35,1,0,0,0,1,0
4.49980967033027,7.82244472948932,0,3.68887945411394,4.60716818865076,50,6,0,1,0,1,0
4.24849524204936,7.53476265703754,3.91202300542815,2.30258509299405,3.42751468997953,48,9,0,1,0,1,0
6.72982407048948,7.41697962138115,2.77258872223978,2.30258509299405,3.45946628978613,57,6,0,0,0,1,0
6.44094654063292,7.41697962138115,3.58351893845611,2.99573227355399,4.08597631255158,45,9,0,1,0,1,0
5.08759633523238,6.94697599213542,0,3.71357206670431,4.3267781604434,60,1,0,1,0,1,0
5.37527840768417,6.14846829591765,0,2.30258509299405,3.29583686600433,30,6,0,1,0,1,0
6.95081476844258,8.11162807830774,5.61677109766657,3.91202300542815,4.41642806139121,50,1,0,0,0,1,0
7.28892769452126,8.51559191004926,4.66343909411207,3.91202300542815,4.49869794147758,50,1,0,0,1,1,0
6.72982407048948,7.41697962138115,5.35185813347607,3.2188758248682,3.71600812150219,80,1,0,0,0,1,0
7.42297125104942,8.11162807830774,3.04452243772342,2.484906649788,2.91777073208428,41,9,0,0,1,1,0
7.52185925220163,8.11162807830774,3.04452243772342,2.63905732961526,2.64617479738412,56,9,0,1,1,1,0
5.67675380226828,7.12929754892937,2.19722457733622,2.19722457733622,2.73436750941958,33,1,0,0,0,1,0
6.84694313958538,7.41697962138115,2.19722457733622,1.38629436111989,1.88706964903238,35,6,0,0,0,0,0
6.95272864462487,7.41697962138115,4.51085950651685,3.25809653802148,3.65583960003574,45,16,0,1,1,0,0
6.25958146406492,7.1276936993474,4.45434729625351,3.3322045101752,3.85227300102237,50,1,0,1,0,0,0
7.42297125104942,8.33327035325531,2.77258872223978,2.39789527279837,2.98568193770049,57,1,0,1,1,0,0
7.13489085156588,8.51559191004926,4.61512051684126,3.29583686600433,3.78872478908365,38,12,0,1,0,0,0
7.54062152865715,8.80327398250105,4.61512051684126,3.29583686600433,3.70622809244855,52,9,0,0,0,0,0
6.72982407048948,8.33327035325531,2.30258509299405,2.30258509299405,2.77881927199042,43,6,0,1,1,0,0
5.34233425196481,7.64012317269536,3.04452243772342,2.63905732961526,2.86789890204411,36,9,0,1,1,0,0
6.95272864462487,7.41697962138115,4.26267987704132,2.63905732961526,2.75366071235426,57,6,0,1,1,0,0
6.72982407048948,7.41697962138115,2.63905732961526,2.30258509299405,2.4932054526027,58,1,0,0,0,0,0
7.28892769452126,7.64012317269536,5.4553211153577,3.52636052461616,3.77734810210154,53,1,0,1,1,0,0
6.2803958389602,7.64012317269536,4.61512051684126,3.68887945411394,3.73289633953071,57,6,0,1,1,0,0
6.67834211465433,7.41697962138115,5.30330490805908,3.98898404656427,4.23988686751276,34,9,0,0,1,0,0
7.13489085156588,8.00636756765025,4.51085950651685,3.04452243772342,3.3357695763397,63,1,0,1,0,0,0
7.75147531802146,8.69951474821019,3.43398720448515,2.83321334405622,2.90142159408275,50,9,0,1,1,1,1
5.23644196282995,6.62007320653036,3.04452243772342,2.63905732961526,3.04927304048202,37,9,0,1,0,1,0
6.72982407048948,7.53636393840451,3.04452243772342,2.63905732961526,1.79175946922806,70,1,0,1,1,1,0
7.64587582518481,8.69951474821019,4.89034912822175,2.83321334405622,3.44361809754611,60,1,0,1,0,0,0
7.28892769452126,8.00636756765025,2.39789527279837,2.83321334405622,3.13113691056019,66,1,0,1,0,1,0
6.95272864462487,7.87283617502572,3.09104245335832,2.63905732961526,2.90690105984738,44,6,0,0,0,1,1
5.34710753071747,6.62007320653036,4.11087386417331,3.2188758248682,3.4904285153901,75,6,0,1,0,1,1
7.42297125104942,8.00636756765025,4.79579054559674,3.89182029811063,3.60004824040732,70,6,0,1,0,1,1
6.44094654063292,7.53636393840451,2.77258872223978,1.94591014905531,2.37954613413017,46,12,0,0,0,1,1
7.82843635915759,8.41183267575841,3.63758615972639,2.77258872223978,3.28840188751681,55,1,0,0,1,0,0
7.28892769452126,7.53636393840451,4.79579054559674,3.89182029811063,3.65325227647079,71,1,0,1,0,0,0
5.78074351579233,7.41697962138115,3.97029191355212,3.09104245335832,3.23867845216438,45,6,0,0,0,1,0
7.63530388625942,7.90248743716286,3.63758615972639,2.77258872223978,2.98061863574394,53,9,0,0,1,1,0
5.19295685089021,6.72383244082121,4.51085950651685,3.61091791264422,4.05871738457895,50,6,0,0,0,1,0
7.13886699994552,8.11162807830774,3.63758615972639,2.77258872223978,2.89591193827178,45,9,0,0,0,1,0
7.44424864949671,8.11162807830774,4.33073334028633,2.39789527279837,2.07944154167984,40,6,0,0,1,1,1
6.47389069635227,7.12929754892937,3.52636052461616,2.63905732961526,2.96527306606928,42,9,0,1,0,1,1
6.5792512120101,7.41697962138115,1.94591014905531,1.79175946922806,2.4932054526027,55,1,0,0,0,0,0
6.80239476332431,7.41697962138115,4.61512051684126,3.29583686600433,3.07269331469012,62,1,0,0,0,1,0
6.98471632011827,7.41697962138115,4.20469261939097,3.29583686600433,3.32503602069659,55,6,0,0,0,0,0
6.98471632011827,7.82244472948932,3.25809653802148,2.30258509299405,2.46809953147162,60,9,0,0,0,1,0
7.67786350067821,8.11162807830774,6.08221891037645,3.97029191355212,4.31079912538551,42,9,0,1,0,0,0
6.69703424766648,7.41697962138115,4.60517018598809,2.63905732961526,2.81540871942271,70,1,0,1,0,1,0
6.5792512120101,7.41697962138115,4.43081679884331,2.63905732961526,2.55722731136763,56,6,0,0,1,1,0
6.10924758276437,7.41697962138115,3.04452243772342,1.94591014905531,2.21920348405499,60,1,0,0,0,1,0
8.74464743831753,9.10497985631836,4.61512051684126,3.04452243772342,3.2188758248682,45,12,0,0,0,1,0
