age_yr;family_org;exp_yr;mid;downstream;acreage_sqm;yield_kg;labour_org;seed_kg;manure_kg;log_acreage;log_yield;log_labour;log_seed;log_manure;d1_1;d1_2;d1_3;d1_4;d2_1;d2_2;d2_3;d2_4;d2_5;d3_1;d3_2;d3_3;d3_4;d4_1;d4_2;d4_3;d4_4;e1_1;e1_2;e1_3;e1_4;e2_1;e2_2;e2_3;e2_4;e2_5;e3_1;e3_2;e3_3;e3_4;f1_1;f1_2;f1_3;f1_4;f2_1;f2_2;f2_3;f2_4;f3_1;f3_2;f3_3;f3_4;f3_5;g1_1;g1_2;g1_3;g1_4;g1_5;g2_1;g2_2;g2_3;g2_4;adaptasi1_1;adaptasi1_2;adaptasi1_3;lingkungan2_1;lingkungan2_2;mitigasi3_1;mitigasi3_2;mitigasi3_3;mitigasi3_4;mitigasi3_5;produksi4_1;produksi4_2;produksi4_3;produksi4_4;produksi4_5;sosial5_1;sosial5_2;sosial5_3;ekonomi6_1;ekonomi6_2;ekonomi6_3;ekonomi6_4;ekonomi6_5;ekonomi6_6
64;6;30;0;0;5000;4500;3;20;400;3.69897000433602;3.65321251377534;0.477121254719662;1.30102999566398;2.60205999132796;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;2.22968699326937;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;2.1901362459633;2.58593933232526;2.3523464334854;2.43959482877361;3.29561717629922;3.28560161854869;3.39423935463136;3.60952280611687;3.9443867724375;3.07948047043016;2.94233011372017;3.10234489670439;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;2.12433991095465;2.75680720075089;2.53375234479293;2.76673291161913;2.25494251102376;3.97858642299128;2.2414941394042;2.20635182314303;1.97578381159481;3.92476742236085;3.44299683380665;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;2.22453451561005;2.09080788958823;2.03467826156653;2.684574;1;1;2.251186;1;1;2.684162;3.08235;1;1;2.605249;3.573757;1;3.205278;1;1;1;1;3.361935;4.700008;1;5.980714;3.259124;3.404671
37;5;5;0;0;1500;700;4;19.9995;59.9985;3.17609125905568;2.84509804001426;0.602059991327962;1.30101913816621;1.77814039288588;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;2.22968699326937;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;2.1901362459633;2.58593933232526;2.3523464334854;2.43959482877361;2.41355624326404;3.28560161854869;3.39423935463136;3.60952280611687;2.77800192451502;3.07948047043016;2.94233011372017;3.10234489670439;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;2.12433991095465;2.75680720075089;2.53375234479293;2.76673291161913;2.25494251102376;2.83209444307479;2.2414941394042;2.20635182314303;1.97578381159481;3.92476742236085;3.44299683380665;3.51101002477435;2.36312148816913;3.78621845510159;2.86889033290433;3.33856936219102;2.09080788958823;2.03467826156653;1.843951;1;1;3.030641;1;1;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;3.205278;1;2.075129;1;1;3.361935;3.188445;1;3.323561;3.259124;3.404671
54;4;30;0;0;20000;13000;12;80;1000;4.30102999566398;4.11394335230684;1.07918124604762;1.90308998699194;3;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;2.1901362459633;3.46282790718806;3.58493271188774;3.65341842743192;4.11256210180924;3.28560161854869;3.39423935463136;3.60952280611687;3.9443867724375;4.00874465837667;3.85267436368364;3.10234489670439;3.31290682887049;2.91140592315142;2.89255999876967;2.36735499135022;3.37691315818969;3.85216486801159;4.0015310262084;3.92188812750499;3.66964946192881;3.51548805217588;3.67009832199333;3.46320170746022;3.51973720280498;3.78516282478141;4.58912371182732;3.52970480242446;4.69216891683647;3.37905056163788;3.97858642299128;3.36761859499357;3.53975702854426;3.91202946372234;3.92476742236085;4.50997328650962;4.43048894484358;3.32671046779238;3.78621845510159;2.86889033290433;3.33856936219102;2.95244891980085;2.78634843669992;1.843951;1;1;2.251186;3.357787;3.79577;2.684162;4.261663;2.718569;3.113618;4.139744;3.573757;1;2.34137;3.76995;1;2.202079;2.15365;3.361935;4.700008;1;1.844673;1;3.404671
56;4;30;0;0;30000;14000;14;199.8;999.6;4.47712125471966;4.14612803567824;1.14612803567824;2.30059548388996;2.99982624745441;3.29930058871261;3.55774066702523;4.28588020256065;3.626474743356;3.69741969909386;4.03929773138387;3.82890753568842;3.07091638978975;3.02302234443974;2.1901362459633;3.46282790718806;3.58493271188774;2.43959482877361;3.29561717629922;3.28560161854869;3.39423935463136;3.60952280611687;3.9443867724375;4.00874465837667;2.94233011372017;3.10234489670439;3.31290682887049;3.50907770710191;2.89255999876967;2.36735499135022;3.37691315818969;3.85216486801159;4.0015310262084;2.98815893707634;3.66964946192881;4.3431839666906;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;4.4868514378954;3.74795496312159;3.37905056163788;3.97858642299128;3.36761859499357;3.53975702854426;3.91202946372234;3.92476742236085;3.44299683380665;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;3.33856936219102;2.95244891980085;2.78634843669992;1.843951;1;1;2.251186;2.552228;1;2.684162;3.08235;2.718569;3.113618;2.605249;3.573757;1;1.987542;2.92899;2.859918;2.202079;2.15365;3.361935;3.188445;2.417717;3.323561;1;3.404671
84;3;55;0;0;4000;1900;8;50;120;3.60205999132796;3.27875360095283;0.903089986991943;1.69897000433602;2.07918124604762;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;4.03929773138387;3.82890753568842;3.07091638978975;3.79853621269151;3.1322696687897;2.58593933232526;2.3523464334854;2.43959482877361;2.41355624326404;2.43247411919635;2.44594206680838;2.53115219901003;3.9443867724375;3.07948047043016;2.94233011372017;3.10234489670439;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;3.51548805217588;2.5628832159573;2.47541720935374;2.36706545328246;3.78516282478141;2.75680720075089;3.52970480242446;2.76673291161913;2.25494251102376;3.97858642299128;2.2414941394042;3.53975702854426;2.84800066015709;3.92476742236085;3.44299683380665;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;3.33856936219102;2.09080788958823;2.03467826156653;1.843951;1;1;1.904728;2.552228;3.024137;2.684162;1.962471;3.624194;1;2.605249;3.573757;1;2.34137;2.496823;2.075129;1;2.15365;3.361935;3.188445;1;3.323561;5.315623;3.404671
62;3;20;0;0;28000;16000;14;140;1199.968;4.44715803134222;4.20411998265592;1.14612803567824;2.14612803567824;3.07916966470702;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;3.69741969909386;3.18003084730744;5.21716840891571;3.07091638978975;3.79853621269151;3.1322696687897;3.46282790718806;3.58493271188774;3.65341842743192;3.29561717629922;3.28560161854869;3.39423935463136;3.60952280611687;3.9443867724375;4.00874465837667;3.85267436368364;3.10234489670439;3.31290682887049;3.50907770710191;2.89255999876967;2.36735499135022;3.37691315818969;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;3.51548805217588;3.67009832199333;3.46320170746022;3.51973720280498;3.78516282478141;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;3.97858642299128;2.2414941394042;2.20635182314303;3.91202946372234;3.92476742236085;4.50997328650962;4.43048894484358;4.17504038364695;2.12896031990924;1.99998511662762;2.22453451561005;2.95244891980085;2.78634843669992;2.321201;1;1;2.251186;2.552228;3.79577;2.684162;4.261663;3.624194;3.113618;4.139744;3.573757;1;2.34137;2.496823;2.859918;2.202079;2.905798;5.086402;3.188445;2.417717;1.844673;3.259124;1.937957
70;5;45;0;0;20000;13500;12;80;1000;4.30102999566398;4.13033376849501;1.07918124604762;1.90308998699194;3;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;3.18003084730744;3.82890753568842;3.07091638978975;3.79853621269151;2.1901362459633;2.58593933232526;2.3523464334854;2.43959482877361;3.29561717629922;2.43247411919635;2.44594206680838;3.60952280611687;3.9443867724375;4.00874465837667;2.94233011372017;3.10234489670439;3.31290682887049;2.91140592315142;2.89255999876967;2.36735499135022;3.37691315818969;3.85216486801159;4.0015310262084;3.92188812750499;2.89397811126238;4.3431839666906;4.56975817077864;4.33202797708344;4.62866151341824;3.78516282478141;4.58912371182732;4.4868514378954;3.74795496312159;3.37905056163788;3.97858642299128;2.2414941394042;3.53975702854426;3.91202946372234;3.92476742236085;3.44299683380665;4.43048894484358;3.32671046779238;3.78621845510159;2.86889033290433;3.33856936219102;2.95244891980085;2.78634843669992;1.843951;1;1;2.251186;2.552228;1;2.684162;4.261663;1.974185;2.681894;4.139744;3.573757;1;2.34137;2.92899;2.075129;2.202079;2.15365;3.361935;1.588768;1.674772;3.323561;3.259124;3.404671
75;2;50;0;0;3500;2000;1;9.9995;40.201;3.54406804435028;3.30102999566398;0;0.999978284733019;1.60423685629542;4.2542925832878;4.39253015068777;4.28588020256065;4.61035400503481;3.69741969909386;4.03929773138387;3.82890753568842;3.07091638978975;3.79853621269151;3.1322696687897;2.58593933232526;4.73145170458151;3.65341842743192;5.29577933222649;5.36248453476796;4.22171297963188;4.53834412237969;2.77800192451502;3.07948047043016;2.94233011372017;2.18716124235017;3.31290682887049;3.50907770710191;2.89255999876967;3.23049615114934;4.55970583625675;1;1;2.98815893707634;2.21240122373237;5.58514856423644;4.56975817077864;4.33202797708344;4.62866151341824;2.12433991095465;2.75680720075089;2.53375234479293;2.76673291161913;3.37905056163788;3.97858642299128;3.36761859499357;3.53975702854426;3.91202946372234;5.45967305323282;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;2.86889033290433;2.22453451561005;2.09080788958823;2.03467826156653;3.400244;1;2.905658;1;1;2.302462;2.684162;3.08235;2.718569;1;2.605249;3.573757;1;1;1;2.859918;2.671424;3.431807;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
47;0;25;0;0;3500;1700;1;9.9995;400.001;3.54406804435028;3.23044892137827;0;0.999978284733019;2.60206107706281;5.36991781520157;4.39253015068777;4.28588020256065;3.626474743356;3.69741969909386;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;3.1322696687897;2.58593933232526;3.58493271188774;3.65341842743192;5.29577933222649;4.0084586492562;4.22171297963188;4.53834412237969;2.77800192451502;3.07948047043016;2.94233011372017;3.10234489670439;4.35467318283299;3.50907770710191;2.89255999876967;3.23049615114934;3.37691315818969;2.29963817688237;2.20505496578415;3.92188812750499;1;4.3431839666906;4.56975817077864;4.33202797708344;4.62866151341824;3.78516282478141;4.58912371182732;4.4868514378954;3.74795496312159;3.37905056163788;5.80805383506392;3.36761859499357;3.53975702854426;5.25878591486575;3.92476742236085;2.38080044094893;2.38496754694837;3.32671046779238;1;4.04820219607644;3.33856936219102;2.09080788958823;2.03467826156653;3.400244;1;2.905658;1;1;2.302462;2.684162;3.08235;2.718569;1;2.605249;3.573757;1;1;1;2.859918;2.671424;3.431807;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
47;4;15;0;0;4000;1600;1;20;800;3.60205999132796;3.20411998265592;0;1.30102999566398;2.90308998699194;4.2542925832878;2.54320250946164;3.33136848638446;2.52124561291124;2.94461110793176;3.18003084730744;2.95864693240493;3.07091638978975;3.02302234443974;2.1901362459633;2.58593933232526;3.58493271188774;3.65341842743192;4.11256210180924;2.43247411919635;3.39423935463136;2.53115219901003;1;1;1;1;1;1;1;1;1;2.29963817688237;2.20505496578415;2.18360252716324;1;3.51548805217588;3.67009832199333;4.33202797708344;4.62866151341824;2.8786203527613;3.69916605436049;3.52970480242446;2.76673291161913;2.25494251102376;1.96722096956597;2.2414941394042;3.53975702854426;1;3.92476742236085;2.38080044094893;2.38496754694837;2.36312148816913;3.78621845510159;1.99998511662762;2.22453451561005;2.09080788958823;2.03467826156653;2.321201;1;2.905658;1;2.552228;2.302462;2.684162;3.08235;2.718569;1;2.605249;3.573757;1;1;2.115827;2.859918;1;2.15365;2.000073;3.188445;3.443439;3.323561;3.259124;1.937957
53;3;26;0;1;2000;1519;27;13.8;67;3.30102999566398;3.18155777386279;1.43136376415899;1.13987908640124;1.82607480270083;1;1;1;2.52124561291124;3.69741969909386;2.30413729102943;2.95864693240493;3.87962946468104;3.79853621269151;1;3.46282790718806;2.3523464334854;1;2.41355624326404;2.43247411919635;4.22171297963188;4.53834412237969;2.77800192451502;4.00874465837667;2.94233011372017;3.10234489670439;3.31290682887049;3.50907770710191;3.53153025530216;3.66615203712211;4.55970583625675;3.85216486801159;4.0015310262084;1;1;3.51548805217588;2.5628832159573;2.47541720935374;2.36706545328246;5.03556838940938;2.75680720075089;2.53375234479293;4.69216891683647;2.25494251102376;3.97858642299128;1;3.53975702854426;5.25878591486575;2.93663138247969;2.38080044094893;3.51101002477435;3.32671046779238;3.78621845510159;4.04820219607644;5.39937960045806;2.95244891980085;4.53956482455783;1;1;2.070135;1;1;2.302462;2.684162;3.08235;3.624194;1;2.605249;3.573757;1;2.34137;1;2.075129;2.671424;2.905798;2.000073;3.188445;3.443439;3.323561;1;1.937957
45;3;19;0;0;5200;3900;1;19.9992;400.0048;3.7160033436348;3.5910646070265;0;1.30101262353726;2.60206520283048;4.2542925832878;4.39253015068777;3.33136848638446;3.626474743356;3.69741969909386;3.18003084730744;3.82890753568842;3.87962946468104;3.79853621269151;3.1322696687897;3.46282790718806;3.58493271188774;3.65341842743192;4.11256210180924;4.0084586492562;3.39423935463136;3.60952280611687;3.9443867724375;1;1;2.18716124235017;2.72067088037479;1;1;1;1;2.29963817688237;1;1;1;4.3431839666906;2.5628832159573;3.46320170746022;3.51973720280498;3.78516282478141;4.58912371182732;4.4868514378954;3.74795496312159;1;2.83209444307479;3.36761859499357;3.53975702854426;3.91202946372234;5.45967305323282;2.38080044094893;1;3.32671046779238;1;2.86889033290433;2.22453451561005;2.09080788958823;2.03467826156653;3.400244;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;5.258525;2.706959;2.34137;1;3.805811;1;2.15365;3.361935;4.700008;2.417717;3.323561;3.259124;3.404671
72;1;40;0;0;10000;7300;1;30;400;4;3.86332286012046;0;1.47712125471966;2.60205999132796;3.29930058871261;2.54320250946164;2.30953238350105;2.52124561291124;3.69741969909386;2.30413729102943;1;3.07091638978975;2.28323413237892;2.1901362459633;2.58593933232526;3.58493271188774;3.65341842743192;4.11256210180924;2.43247411919635;2.44594206680838;2.53115219901003;1;1;1;1;2.08858216452189;1;1;1;2.63965719851903;2.29963817688237;1;1;1;3.51548805217588;4.56975817077864;4.33202797708344;3.51973720280498;2.8786203527613;4.58912371182732;3.52970480242446;2.76673291161913;2.25494251102376;1.96722096956597;3.36761859499357;3.53975702854426;2.84800066015709;3.92476742236085;2.38080044094893;2.38496754694837;2.36312148816913;1;1.99998511662762;1;1;1;2.321201;3.469119;1;1;1;2.302462;2.684162;3.08235;3.624194;1;2.605249;3.573757;1;1;1;2.859918;1;2.15365;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
65;5;30;0;1;10000;5569;22;16;472;4;3.74577721788976;1.34242268082221;1.20411998265592;2.67394199863409;2.28225546322899;4.39253015068777;2.30953238350105;4.61035400503481;4.93597898202048;5.30031668088684;2.95864693240493;3.07091638978975;3.79853621269151;4.14495141540325;4.24608497988177;3.58493271188774;2.43959482877361;2.41355624326404;2.43247411919635;4.22171297963188;2.53115219901003;2.77800192451502;4.00874465837667;2.94233011372017;4.05885410729385;2.72067088037479;4.42365405002657;2.89255999876967;3.66615203712211;4.55970583625675;3.85216486801159;4.0015310262084;3.92188812750499;2.21240122373237;2.47972427536165;2.5628832159573;3.46320170746022;2.36706545328246;3.78516282478141;5.81649774114756;5.82884419770667;4.69216891683647;1;1.96722096956597;2.2414941394042;3.53975702854426;5.25878591486575;3.92476742236085;2.38080044094893;3.51101002477435;2.36312148816913;3.78621845510159;1.99998511662762;3.33856936219102;2.95244891980085;1;1;1;2.070135;2.251186;1;3.79577;1;3.08235;3.624194;1;2.605249;3.573757;1;2.34137;2.115827;2.859918;3.387267;2.905798;2.000073;3.188445;1.674772;3.323561;3.259124;5.725663
42;5;20;0;1;5000;3511;13;4.5;72;3.69897000433602;3.54543082946535;1.11394335230684;0.653212513775344;1.85733249643127;2.28225546322899;3.55774066702523;4.28588020256065;4.61035400503481;3.69741969909386;4.03929773138387;2.95864693240493;3.87962946468104;5.12622218173134;4.14495141540325;4.24608497988177;2.3523464334854;2.43959482877361;4.11256210180924;4.0084586492562;2.44594206680838;2.53115219901003;3.9443867724375;4.00874465837667;3.85267436368364;4.05885410729385;4.35467318283299;3.50907770710191;3.53153025530216;4.46885109526007;3.37691315818969;3.85216486801159;4.0015310262084;2.98815893707634;2.21240122373237;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;3.78516282478141;5.81649774114756;4.4868514378954;5.99035811346121;1;2.83209444307479;2.2414941394042;2.20635182314303;1;2.33353972899358;2.38080044094893;4.43048894484358;2.36312148816913;2.94414672725435;1.99998511662762;5.39937960045806;3.85472420956226;2.78634843669992;1;1;2.905658;3.030641;1;3.79577;1;1.962471;3.624194;1;2.605249;3.573757;1;3.205278;1;1;3.387267;2.15365;2.000073;4.700008;2.417717;1.844673;1;3.404671
31;0;5;0;1;5000;1674;15;10.5;48.5;3.69897000433602;3.22375545365724;1.17609125905568;1.02118929906994;1.68574173860226;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;2.22968699326937;3.18003084730744;3.82890753568842;3.07091638978975;5.12622218173134;3.1322696687897;2.58593933232526;1;3.65341842743192;2.41355624326404;1;1;4.53834412237969;2.77800192451502;4.00874465837667;2.94233011372017;4.05885410729385;3.31290682887049;4.42365405002657;4.53295183984895;2.36735499135022;2.0216462429411;5.04187998317914;4.0015310262084;1;3.66964946192881;1;3.67009832199333;1;1;5.03556838940938;5.81649774114756;3.52970480242446;5.99035811346121;2.25494251102376;2.83209444307479;2.2414941394042;2.20635182314303;3.91202946372234;2.93663138247969;3.44299683380665;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;3.33856936219102;2.95244891980085;4.53956482455783;1;1;2.233751;3.030641;2.552228;1;2.684162;3.08235;2.718569;1;1;3.573757;1;1;1;2.075129;3.387267;1;1;4.700008;4.628745;4.813473;3.259124;3.404671
48;5;27;0;1;15000;5046;20;121.5;162;4.17609125905568;3.70294724618156;1.30102999566398;2.08457627793433;2.20951501454263;1;3.55774066702523;4.28588020256065;3.626474743356;2.94461110793176;3.18003084730744;3.82890753568842;3.87962946468104;3.79853621269151;4.14495141540325;1;3.58493271188774;2.43959482877361;4.11256210180924;1;2.44594206680838;4.53834412237969;3.9443867724375;4.00874465837667;2.94233011372017;4.05885410729385;3.31290682887049;4.42365405002657;4.53295183984895;3.23049615114934;2.63965719851903;5.04187998317914;4.0015310262084;3.92188812750499;3.66964946192881;2.47972427536165;2.5628832159573;2.47541720935374;1;3.78516282478141;4.58912371182732;2.53375234479293;4.69216891683647;1;3.97858642299128;2.2414941394042;2.20635182314303;3.91202946372234;2.93663138247969;2.38080044094893;5.36248453476796;4.17504038364695;3.78621845510159;4.04820219607644;3.33856936219102;2.95244891980085;4.53956482455783;1;1;1.902163;3.030641;1;2.302462;1;3.08235;3.624194;1;1;3.573757;1;2.34137;1;2.075129;2.671424;2.15365;1;3.188445;4.628745;1.844673;3.259124;3.404671
55;4;37;0;1;2500;1053;48;2.25;115;3.39794000867204;3.02242837118549;1.68124123737559;0.352182518111363;2.06069784035361;3.29930058871261;3.55774066702523;4.28588020256065;3.626474743356;2.22968699326937;3.18003084730744;3.82890753568842;5.05491040235879;3.79853621269151;1;3.46282790718806;2.3523464334854;1;3.29561717629922;1;2.44594206680838;1;3.9443867724375;4.00874465837667;2.94233011372017;4.05885410729385;4.35467318283299;3.50907770710191;4.53295183984895;3.66615203712211;4.55970583625675;5.04187998317914;3.07992614689203;2.98815893707634;5.05491040235879;1;2.5628832159573;2.47541720935374;2.36706545328246;3.78516282478141;5.81649774114756;4.4868514378954;3.74795496312159;1;1.96722096956597;3.36761859499357;2.20635182314303;3.91202946372234;1;2.38080044094893;2.38496754694837;2.36312148816913;3.78621845510159;2.86889033290433;3.33856936219102;3.85472420956226;3.54177339366547;2.321201;1;2.233751;3.030641;1;2.302462;2.684162;3.08235;2.718569;1;2.605249;1.878815;1;2.34137;2.115827;2.075129;3.387267;1;2.000073;3.188445;1.674772;4.813473;3.259124;1.937957
65;4;40;0;1;1000;614;19;1.9;18.1;3;2.78816837114117;1.27875360095283;0.278753600952829;1.25767857486918;3.29930058871261;2.54320250946164;3.33136848638446;4.61035400503481;4.93597898202048;3.18003084730744;2.18594503766934;3.87962946468104;3.79853621269151;4.14495141540325;2.58593933232526;3.58493271188774;4.84488846861793;3.29561717629922;1;2.44594206680838;3.60952280611687;2.77800192451502;3.07948047043016;3.85267436368364;4.05885410729385;4.35467318283299;2.14572790578305;4.53295183984895;3.66615203712211;3.37691315818969;2.29963817688237;3.07992614689203;3.92188812750499;2.21240122373237;1;2.5628832159573;2.47541720935374;4.62866151341824;2.8786203527613;2.75680720075089;4.4868514378954;2.76673291161913;2.25494251102376;2.83209444307479;3.36761859499357;5.18027334322561;3.91202946372234;2.33353972899358;2.38080044094893;3.51101002477435;3.32671046779238;2.12896031990924;4.04820219607644;4.38661246607969;3.85472420956226;3.54177339366547;1;1;2.070135;2.251186;2.552228;3.177772;1;1.962471;3.624194;1;1;3.573757;1;3.205278;1;2.859918;2.671424;2.15365;3.361935;3.188445;2.417717;1.844673;3.259124;3.404671
53;3;31;0;1;500;213;16;3.4;21.95;2.69897000433602;2.32837960343874;1.20411998265592;0.531478917042255;1.34143452457814;2.28225546322899;4.39253015068777;2.30953238350105;4.61035400503481;1;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;3.1322696687897;4.24608497988177;3.58493271188774;2.43959482877361;4.11256210180924;1;1;2.53115219901003;3.9443867724375;4.00874465837667;3.85267436368364;3.10234489670439;3.31290682887049;2.91140592315142;4.53295183984895;3.66615203712211;4.55970583625675;5.04187998317914;2.20505496578415;3.92188812750499;3.66964946192881;4.3431839666906;3.67009832199333;1;2.36706545328246;3.78516282478141;4.58912371182732;4.4868514378954;4.69216891683647;1;1.96722096956597;2.2414941394042;2.20635182314303;5.25878591486575;2.93663138247969;2.38080044094893;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;5.39937960045806;3.85472420956226;2.03467826156653;3.400244;1;1.902163;1;1;3.79577;2.684162;1.962471;2.718569;1;2.605249;3.573757;1;1;1;3.805811;3.387267;2.15365;5.086402;6.083895;2.417717;3.323561;3.259124;3.404671
70;5;52;0;1;1300;980;14;11.05;56.16;3.11394335230684;2.99122607569249;1.14612803567824;1.04336227802113;1.74942709912175;3.29930058871261;3.55774066702523;2.30953238350105;4.61035400503481;2.94461110793176;1;2.95864693240493;3.87962946468104;2.28323413237892;3.1322696687897;4.24608497988177;2.3523464334854;2.43959482877361;4.11256210180924;4.0084586492562;4.22171297963188;2.53115219901003;3.9443867724375;4.00874465837667;2.94233011372017;4.05885410729385;3.31290682887049;3.50907770710191;3.53153025530216;3.66615203712211;4.55970583625675;5.04187998317914;3.07992614689203;3.92188812750499;2.21240122373237;2.47972427536165;1;2.47541720935374;2.36706545328246;2.12433991095465;5.81649774114756;3.52970480242446;2.76673291161913;1;2.83209444307479;2.2414941394042;3.53975702854426;2.84800066015709;2.33353972899358;3.44299683380665;1;3.32671046779238;2.12896031990924;5.96860119656301;3.33856936219102;3.85472420956226;3.54177339366547;1;1;2.905658;3.030641;1;3.79577;1;3.08235;2.718569;1;2.605249;3.573757;1;3.205278;2.115827;2.859918;3.387267;2.905798;2.000073;3.188445;3.443439;1.844673;3.259124;1.937957
53;4;31;0;1;7500;4679;42;8.25;79.5;3.8750612633917;3.67015304519218;1.6232492903979;0.916453948549925;1.90036712865647;2.28225546322899;2.54320250946164;4.28588020256065;4.61035400503481;4.93597898202048;4.03929773138387;2.95864693240493;3.87962946468104;3.79853621269151;2.1901362459633;3.46282790718806;1;3.65341842743192;4.11256210180924;1;2.44594206680838;2.53115219901003;2.77800192451502;4.00874465837667;2.94233011372017;4.05885410729385;3.31290682887049;3.50907770710191;3.53153025530216;4.46885109526007;3.37691315818969;3.07464677227252;3.07992614689203;2.18360252716324;3.66964946192881;1;2.5628832159573;1;3.51973720280498;3.78516282478141;2.75680720075089;1;3.74795496312159;3.37905056163788;1.96722096956597;3.36761859499357;2.20635182314303;3.91202946372234;2.93663138247969;2.38080044094893;3.51101002477435;3.32671046779238;2.94414672725435;2.86889033290433;2.22453451561005;2.95244891980085;2.78634843669992;2.684574;1;1;2.251186;3.852001;3.79577;1;3.08235;1;2.681894;2.605249;1.878815;1;1;2.115827;1;3.387267;1;2.000073;4.700008;4.628745;3.323561;3.259124;1.937957
50;5;33;1;0;30000;2200;68;180;3450;4.47712125471966;3.34242268082221;1.83250891270624;2.25527250510331;3.53781909507327;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;3.69741969909386;4.03929773138387;2.95864693240493;3.07091638978975;3.02302234443974;2.1901362459633;2.58593933232526;2.3523464334854;2.43959482877361;2.41355624326404;2.43247411919635;2.44594206680838;2.53115219901003;1.9698178204238;2.24720222864421;2.13161221186729;2.18716124235017;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;3.07464677227252;2.20505496578415;2.98815893707634;2.89397811126238;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;2.8786203527613;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;1.97578381159481;2.33353972899358;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;1.99998511662762;2.22453451561005;2.09080788958823;2.03467826156653;1;1;2.070135;3.030641;1;1;2.684162;4.261663;3.624194;1;2.605249;3.573757;1;3.205278;1;2.859918;1;2.15365;3.361935;4.700008;2.417717;3.323561;3.259124;3.404671
46;4;20;0;1;20000;3000;28;30;200;4.30102999566398;3.47712125471966;1.44715803134222;1.47712125471966;2.30102999566398;4.2542925832878;4.39253015068777;4.28588020256065;4.61035400503481;3.69741969909386;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;4.14495141540325;4.24608497988177;2.3523464334854;3.65341842743192;5.29577933222649;2.43247411919635;2.44594206680838;2.53115219901003;3.9443867724375;4.00874465837667;3.85267436368364;4.05885410729385;4.35467318283299;4.42365405002657;4.53295183984895;4.46885109526007;4.55970583625675;5.04187998317914;4.0015310262084;3.92188812750499;3.66964946192881;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;5.03556838940938;5.81649774114756;2.53375234479293;5.99035811346121;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;5.25878591486575;2.33353972899358;3.44299683380665;3.51101002477435;3.32671046779238;2.94414672725435;4.04820219607644;4.38661246607969;3.85472420956226;3.54177339366547;1;1;2.070135;3.030641;1;3.79577;1;3.08235;3.624194;1;2.605249;3.573757;1;3.205278;1;2.859918;3.387267;2.15365;2.000073;4.700008;4.628745;3.323561;3.259124;3.404671
