age_yr;family_org;exp_yr;mid;downstream;acreage_sqm;yield_kg;labour_org;seed_kg;manure_kg;log_acreage;log_yield;log_labour;log_seed;log_manure;d1_1;d1_2;d1_3;d1_4;d2_1;d2_2;d2_3;d2_4;d2_5;d3_1;d3_2;d3_3;d3_4;d4_1;d4_2;d4_3;d4_4;e1_1;e1_2;e1_3;e1_4;e2_1;e2_2;e2_3;e2_4;e2_5;e3_1;e3_2;e3_3;e3_4;f1_1;f1_2;f1_3;f1_4;f2_1;f2_2;f2_3;f2_4;f3_1;f3_2;f3_3;f3_4;f3_5;g1_1;g1_2;g1_3;g1_4;g1_5;g2_1;g2_2;g2_3;g2_4;adaptasi1_1;adaptasi1_2;adaptasi1_3;lingkungan2_1;lingkungan2_2;mitigasi3_1;mitigasi3_2;mitigasi3_3;mitigasi3_4;mitigasi3_5;produksi4_1;produksi4_2;produksi4_3;produksi4_4;produksi4_5;sosial5_1;sosial5_2;sosial5_3;ekonomi6_1;ekonomi6_2;ekonomi6_3;ekonomi6_4;ekonomi6_5;ekonomi6_6
44;3;12;0;1;20000;14000;1;60;1280;4.30102999566398;4.14612803567824;0;1.77815125038364;3.10720996964787;4.2542925832878;4.39253015068777;4.28588020256065;4.61035400503481;4.93597898202048;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;3.1322696687897;4.24608497988177;3.58493271188774;3.65341842743192;4.11256210180924;4.0084586492562;4.22171297963188;4.53834412237969;3.9443867724375;4.00874465837667;3.85267436368364;4.05885410729385;4.35467318283299;2.91140592315142;3.53153025530216;3.23049615114934;3.37691315818969;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;4.3431839666906;4.56975817077864;4.33202797708344;3.51973720280498;5.03556838940938;4.58912371182732;4.4868514378954;4.69216891683647;4.45417645067644;3.97858642299128;4.50561788521829;5.18027334322561;3.91202946372234;5.45967305323282;4.50997328650962;3.51101002477435;4.17504038364695;3.78621845510159;4.04820219607644;3.33856936219102;3.85472420956226;3.54177339366547;1.843951;1;2.905658;1;1;3.177772;2.684162;4.261663;1.974185;1;2.605249;3.573757;1;1;3.76995;2.075129;2.202079;2.905798;3.361935;4.700008;3.443439;3.323561;3.259124;3.404671
70;2;50;0;0;3500;1570;1;19.999;400.001;3.54406804435028;3.19589965240923;0;1.301008280397;2.60206107706281;2.28225546322899;3.55774066702523;2.30953238350105;2.52124561291124;1;1;1;1;1;1;1;3.58493271188774;3.65341842743192;2.41355624326404;2.43247411919635;2.44594206680838;2.53115219901003;1.9698178204238;2.24720222864421;1;1;1;1;1;1;1;2.29963817688237;2.20505496578415;3.92188812750499;2.21240122373237;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;2.12433991095465;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;1.96722096956597;3.36761859499357;3.53975702854426;1.97578381159481;3.92476742236085;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;1.99998511662762;2.22453451561005;2.09080788958823;2.03467826156653;2.321201;1;2.905658;1;1;2.302462;2.684162;3.08235;2.718569;1;2.605249;3.573757;1;1;1;2.859918;1;1;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
70;1;50;0;0;2000;500;1;10;100;3.30102999566398;2.69897000433602;0;1;2;2.28225546322899;1;1;1;2.22968699326937;1;1;1;1;2.1901362459633;2.58593933232526;3.58493271188774;3.65341842743192;2.41355624326404;1;1;1;1.9698178204238;2.24720222864421;1;1;1;1;1;1;1;2.29963817688237;1;5.54825349854634;2.21240122373237;2.47972427536165;3.67009832199333;2.47541720935374;3.51973720280498;2.8786203527613;3.69916605436049;3.52970480242446;3.74795496312159;1;1;3.36761859499357;3.53975702854426;1.97578381159481;5.45967305323282;2.38080044094893;2.38496754694837;1;1;1;1;2.09080788958823;2.03467826156653;2.321201;1;2.905658;1;1;2.302462;2.684162;3.08235;2.718569;1;1;3.573757;1;1;1;2.859918;1;1;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
52;3;30;0;0;11000;9000;1;29.997;800.008;4.04139268515822;3.95424250943932;0;1.47707782309986;2.90309432991505;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;3.69741969909386;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;3.1322696687897;3.46282790718806;3.58493271188774;3.65341842743192;2.41355624326404;2.43247411919635;2.44594206680838;2.53115219901003;1;1;1;1;1;1;1;1;1;1;1;1;1;3.51548805217588;2.5628832159573;4.33202797708344;2.36706545328246;3.78516282478141;2.75680720075089;3.52970480242446;4.69216891683647;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;2.84800066015709;3.92476742236085;1;1;1;1;4.04820219607644;1;1;2.03467826156653;3.400244;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1;1;3.805811;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
67;4;45;0;0;12000;10300;1;80.004;799.992;4.07918124604762;4.01283722470517;0;1.90311170117319;2.90308564402541;4.2542925832878;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;3.1322696687897;3.46282790718806;2.3523464334854;2.43959482877361;2.41355624326404;3.28560161854869;3.39423935463136;2.53115219901003;2.77800192451502;2.24720222864421;2.13161221186729;2.18716124235017;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;2.29963817688237;1;1;1;2.47972427536165;2.5628832159573;2.47541720935374;2.36706545328246;3.78516282478141;3.69916605436049;3.52970480242446;4.69216891683647;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;2.84800066015709;3.92476742236085;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;4.04820219607644;2.22453451561005;2.09080788958823;2.03467826156653;3.400244;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1;1;3.805811;1;2.15365;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
60;3;40;0;0;3500;1300;1;19.999;400.001;3.54406804435028;3.11394335230684;0;1.301008280397;2.60206107706281;3.29930058871261;4.39253015068777;5.39937960045806;4.61035400503481;3.69741969909386;3.18003084730744;2.95864693240493;3.07091638978975;2.28323413237892;3.1322696687897;5.52178731590242;4.73145170458151;4.84488846861793;1;3.28560161854869;3.39423935463136;2.53115219901003;1.9698178204238;1;2.13161221186729;2.18716124235017;2.72067088037479;2.14572790578305;2.14988140028723;2.36735499135022;2.63965719851903;3.07464677227252;2.20505496578415;2.18360252716324;2.21240122373237;3.51548805217588;2.5628832159573;3.46320170746022;2.36706545328246;5.03556838940938;3.69916605436049;4.4868514378954;4.69216891683647;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;2.84800066015709;3.92476742236085;2.38080044094893;2.38496754694837;3.32671046779238;2.94414672725435;1.99998511662762;3.33856936219102;2.09080788958823;1;1;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1.930258;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
68;2;40;0;0;14400;16000;1;6999.84;1599.4368;4.15836249209525;4.20411998265592;0;3.84508811316979;3.20396708408657;3.29930058871261;4.39253015068777;2.30953238350105;2.52124561291124;3.69741969909386;3.18003084730744;2.18594503766934;2.23745981113385;2.28323413237892;4.14495141540325;4.24608497988177;4.73145170458151;4.84488846861793;2.41355624326404;4.0084586492562;4.22171297963188;3.60952280611687;3.9443867724375;2.24720222864421;2.13161221186729;2.18716124235017;2.08858216452189;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;2.29963817688237;2.20505496578415;2.18360252716324;2.21240122373237;3.51548805217588;2.5628832159573;3.46320170746022;3.51973720280498;3.78516282478141;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;1.96722096956597;2.2414941394042;2.20635182314303;1.97578381159481;5.45967305323282;2.38080044094893;1;2.36312148816913;2.94414672725435;4.04820219607644;2.22453451561005;2.09080788958823;2.03467826156653;1;1;2.905658;1;1;2.302462;2.684162;1;1;1;2.605249;3.573757;1;1;1;1;1;1;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
46;3;15;0;1;9000;7000;4;29.97;399.96;3.95424250943932;3.84509804001426;0.602059991327962;1.47668674294564;2.60201655970815;3.29930058871261;3.55774066702523;3.33136848638446;4.61035400503481;3.69741969909386;4.03929773138387;2.95864693240493;3.87962946468104;3.79853621269151;4.14495141540325;3.46282790718806;3.58493271188774;3.65341842743192;3.29561717629922;4.0084586492562;3.39423935463136;4.53834412237969;3.9443867724375;3.07948047043016;2.94233011372017;3.10234489670439;2.72067088037479;2.91140592315142;2.89255999876967;2.36735499135022;2.63965719851903;3.85216486801159;3.07992614689203;2.98815893707634;3.66964946192881;3.51548805217588;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;3.69916605436049;4.4868514378954;3.74795496312159;3.37905056163788;2.83209444307479;3.36761859499357;3.53975702854426;2.84800066015709;5.45967305323282;3.44299683380665;3.51101002477435;4.17504038364695;3.78621845510159;4.04820219607644;3.33856936219102;3.85472420956226;3.54177339366547;1.843951;1;1;1;2.552228;3.177772;2.684162;4.261663;1.974185;1;1;3.573757;1;1;3.76995;2.075129;1.81856;2.905798;3.361935;4.700008;3.443439;3.323561;3.259124;3.404671
67;2;30;0;1;1500;8000;4;6.66;66.66;3.17609125905568;3.90308998699194;0.602059991327962;0.823474229170301;1.82386530932451;3.29930058871261;2.54320250946164;3.33136848638446;3.626474743356;2.94461110793176;3.18003084730744;2.95864693240493;3.07091638978975;2.28323413237892;3.1322696687897;3.46282790718806;3.58493271188774;3.65341842743192;3.29561717629922;2.43247411919635;3.39423935463136;3.60952280611687;2.77800192451502;2.24720222864421;2.13161221186729;2.18716124235017;2.08858216452189;2.14572790578305;2.89255999876967;2.36735499135022;2.63965719851903;2.29963817688237;2.20505496578415;2.98815893707634;2.89397811126238;3.51548805217588;3.67009832199333;3.46320170746022;3.51973720280498;2.8786203527613;3.69916605436049;3.52970480242446;3.74795496312159;3.37905056163788;2.83209444307479;3.36761859499357;3.53975702854426;2.84800066015709;3.92476742236085;3.44299683380665;3.51101002477435;4.17504038364695;2.94414672725435;2.86889033290433;3.33856936219102;2.09080788958823;2.78634843669992;1;1;1;1;2.552228;1;2.684162;4.261663;1.974185;1;1;3.573757;1;1;2.92899;1;1;1;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
52;2;12;0;0;4000;1100;1;30;400;3.60205999132796;3.04139268515822;0;1.47712125471966;2.60205999132796;2.28225546322899;2.54320250946164;2.30953238350105;3.626474743356;4.93597898202048;5.30031668088684;5.21716840891571;5.05491040235879;3.79853621269151;2.1901362459633;4.24608497988177;4.73145170458151;4.84488846861793;5.29577933222649;4.0084586492562;4.22171297963188;3.60952280611687;1.9698178204238;3.07948047043016;5.36879935902471;4.05885410729385;4.35467318283299;3.50907770710191;4.53295183984895;3.66615203712211;3.37691315818969;3.85216486801159;3.07992614689203;2.98815893707634;2.89397811126238;3.51548805217588;3.67009832199333;5.71591491238407;3.51973720280498;5.03556838940938;4.58912371182732;3.52970480242446;4.69216891683647;4.45417645067644;3.97858642299128;3.36761859499357;3.53975702854426;3.91202946372234;5.45967305323282;3.44299683380665;2.38496754694837;2.36312148816913;2.12896031990924;4.04820219607644;3.33856936219102;2.09080788958823;2.03467826156653;1;3.469119;2.905658;1.904728;2.552228;2.302462;1.606494;3.08235;2.718569;1;4.595637;5.258525;3.245982;1.987542;2.115827;2.859918;2.671424;3.431807;1;4.700008;1.674772;1.844673;3.259124;3.404671
63;3;10;0;1;10500;8000;4;69.93;799.995;4.02118929906994;3.90308998699194;0.602059991327962;1.84466352824024;2.90308727264295;4.2542925832878;4.39253015068777;4.28588020256065;3.626474743356;4.93597898202048;4.03929773138387;3.82890753568842;5.05491040235879;3.79853621269151;4.14495141540325;4.24608497988177;3.58493271188774;3.65341842743192;4.11256210180924;4.0084586492562;4.22171297963188;4.53834412237969;3.9443867724375;5.72490556309278;3.85267436368364;4.05885410729385;4.35467318283299;3.50907770710191;3.53153025530216;3.66615203712211;3.37691315818969;3.85216486801159;4.0015310262084;3.92188812750499;5.05491040235879;4.3431839666906;4.56975817077864;5.71591491238407;3.51973720280498;3.78516282478141;4.58912371182732;3.52970480242446;3.74795496312159;4.45417645067644;3.97858642299128;5.87922621312538;5.18027334322561;3.91202946372234;3.92476742236085;3.44299683380665;3.51101002477435;4.17504038364695;3.78621845510159;4.04820219607644;4.38661246607969;3.85472420956226;2.78634843669992;2.321201;2.807432;1;1.904728;2.552228;1;2.684162;4.261663;1.974185;1;2.605249;3.573757;1;1;2.92899;4.847988;2.202079;4.118641;2.000073;4.700008;4.628745;3.323561;3.259124;3.404671
60;3;35;0;0;3500;1550;1;19.999;400.001;3.54406804435028;3.19033169817029;0;1.301008280397;2.60206107706281;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;3.69741969909386;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;2.1901362459633;4.24608497988177;4.73145170458151;4.84488846861793;4.11256210180924;4.0084586492562;4.22171297963188;3.60952280611687;3.9443867724375;3.07948047043016;2.13161221186729;2.18716124235017;3.31290682887049;2.91140592315142;2.89255999876967;2.36735499135022;2.0216462429411;3.85216486801159;3.07992614689203;2.98815893707634;2.89397811126238;3.51548805217588;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;3.52970480242446;4.69216891683647;3.37905056163788;2.83209444307479;3.36761859499357;3.53975702854426;3.91202946372234;3.92476742236085;2.38080044094893;2.38496754694837;1;1;4.04820219607644;3.33856936219102;2.09080788958823;2.03467826156653;1;1;2.905658;1.904728;1;2.302462;2.684162;3.08235;1;2.365555;4.139744;3.573757;3.245982;2.34137;1;2.859918;2.202079;3.431807;1;3.188445;3.443439;3.323561;3.259124;3.404671
70;2;54;0;0;3500;1900;1;19.999;400.001;3.54406804435028;3.27875360095283;0;1.301008280397;2.60206107706281;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;3.18003084730744;2.95864693240493;3.07091638978975;3.02302234443974;3.1322696687897;2.58593933232526;3.58493271188774;3.65341842743192;2.41355624326404;4.0084586492562;4.22171297963188;3.60952280611687;1.9698178204238;2.24720222864421;2.94233011372017;2.18716124235017;4.35467318283299;3.50907770710191;3.53153025530216;3.66615203712211;4.55970583625675;3.07464677227252;2.20505496578415;2.98815893707634;2.21240122373237;3.51548805217588;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;4.4868514378954;4.69216891683647;3.37905056163788;3.97858642299128;4.50561788521829;3.53975702854426;2.84800066015709;2.33353972899358;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;1.99998511662762;2.22453451561005;2.09080788958823;2.03467826156653;1;2.807432;2.905658;1.904728;1;1;2.684162;3.08235;1;2.365555;1;3.573757;1;1;1;1;2.202079;2.905798;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
55;3;11;0;1;1600;1700;1;10;200;3.20411998265592;3.23044892137827;0;1;2.30102999566398;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;2.94461110793176;3.18003084730744;2.95864693240493;3.87962946468104;3.79853621269151;4.14495141540325;4.24608497988177;3.58493271188774;3.65341842743192;3.29561717629922;4.0084586492562;3.39423935463136;3.60952280611687;2.77800192451502;3.07948047043016;2.94233011372017;3.10234489670439;2.72067088037479;2.14572790578305;3.53153025530216;2.36735499135022;2.63965719851903;3.07464677227252;3.07992614689203;2.18360252716324;3.66964946192881;3.51548805217588;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;4.4868514378954;3.74795496312159;3.37905056163788;2.83209444307479;4.50561788521829;3.53975702854426;3.91202946372234;3.92476742236085;3.44299683380665;3.51101002477435;4.17504038364695;2.94414672725435;2.86889033290433;3.33856936219102;2.95244891980085;2.78634843669992;1;1;1;1;2.552228;3.177772;2.684162;4.261663;1.974185;1;1;3.573757;1;1;2.496823;1;1.81856;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
57;4;20;0;1;9000;7000;1;29.97;399.96;3.95424250943932;3.84509804001426;0;1.47668674294564;2.60201655970815;3.29930058871261;3.55774066702523;3.33136848638446;3.626474743356;3.69741969909386;4.03929773138387;3.82890753568842;3.87962946468104;3.79853621269151;4.14495141540325;4.24608497988177;3.58493271188774;3.65341842743192;4.11256210180924;4.0084586492562;4.22171297963188;4.53834412237969;2.77800192451502;3.07948047043016;2.94233011372017;3.10234489670439;2.72067088037479;2.14572790578305;3.53153025530216;2.36735499135022;2.63965719851903;3.07464677227252;3.07992614689203;2.98815893707634;3.66964946192881;4.3431839666906;4.56975817077864;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;4.4868514378954;4.69216891683647;3.37905056163788;2.83209444307479;4.50561788521829;3.53975702854426;2.84800066015709;3.92476742236085;3.44299683380665;3.51101002477435;4.17504038364695;2.94414672725435;2.86889033290433;3.33856936219102;2.95244891980085;2.78634843669992;2.321201;1;1;1;2.552228;1;2.684162;4.261663;1.974185;1;1;3.573757;1;1;2.92899;2.075129;1.81856;2.905798;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
68;3;30;0;1;20000;12000;4;60;1400;4.30102999566398;4.07918124604762;0.602059991327962;1.77815125038364;3.14612803567824;4.2542925832878;4.39253015068777;3.33136848638446;4.61035400503481;3.69741969909386;3.18003084730744;3.82890753568842;3.87962946468104;3.79853621269151;4.14495141540325;4.24608497988177;3.58493271188774;3.65341842743192;4.11256210180924;4.0084586492562;3.39423935463136;4.53834412237969;3.9443867724375;4.00874465837667;3.85267436368364;4.05885410729385;3.31290682887049;2.91140592315142;3.53153025530216;3.23049615114934;3.37691315818969;3.85216486801159;4.0015310262084;3.92188812750499;5.05491040235879;4.3431839666906;3.67009832199333;4.33202797708344;3.51973720280498;3.78516282478141;4.58912371182732;3.52970480242446;3.74795496312159;3.37905056163788;3.97858642299128;4.50561788521829;3.53975702854426;3.91202946372234;3.92476742236085;3.44299683380665;3.51101002477435;4.17504038364695;2.94414672725435;4.04820219607644;3.33856936219102;3.85472420956226;3.54177339366547;1;1;1;1;1;2.302462;2.684162;1.962471;1.974185;3.113618;1;3.573757;1;1;2.92899;2.075129;2.202079;2.905798;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
70;3;20;0;0;12000;11000;1;60;799.992;4.07918124604762;4.04139268515822;0;1.77815125038364;2.90308564402541;2.28225546322899;2.54320250946164;2.30953238350105;2.52124561291124;4.93597898202048;5.30031668088684;5.21716840891571;5.05491040235879;3.79853621269151;2.1901362459633;4.24608497988177;4.73145170458151;4.84488846861793;5.29577933222649;4.0084586492562;4.22171297963188;3.60952280611687;1.9698178204238;2.24720222864421;3.85267436368364;4.05885410729385;4.35467318283299;4.42365405002657;4.53295183984895;4.46885109526007;3.37691315818969;3.85216486801159;3.07992614689203;2.98815893707634;2.89397811126238;3.51548805217588;3.67009832199333;4.33202797708344;3.51973720280498;5.03556838940938;4.58912371182732;4.4868514378954;4.69216891683647;4.45417645067644;2.83209444307479;3.36761859499357;3.53975702854426;5.25878591486575;5.45967305323282;3.44299683380665;2.38496754694837;2.36312148816913;1;4.04820219607644;3.33856936219102;2.09080788958823;2.03467826156653;1;1;2.905658;1.904728;1;2.302462;1.606494;3.08235;2.718569;1;2.605249;3.573757;3.245982;1.987542;2.115827;2.859918;2.671424;3.431807;1;4.700008;2.417717;1.844673;3.259124;3.404671
56;3;20;0;1;12000;9000;10;39.96;799.92;4.07918124604762;3.95424250943932;1;1.60162547955394;2.90304655537214;3.29930058871261;2.54320250946164;3.33136848638446;3.626474743356;2.22968699326937;2.30413729102943;2.95864693240493;2.23745981113385;2.28323413237892;4.14495141540325;3.46282790718806;3.58493271188774;3.65341842743192;3.29561717629922;2.43247411919635;3.39423935463136;2.53115219901003;1.9698178204238;2.24720222864421;2.13161221186729;2.18716124235017;2.08858216452189;2.14572790578305;2.89255999876967;2.36735499135022;2.0216462429411;3.07464677227252;3.07992614689203;2.18360252716324;2.89397811126238;3.51548805217588;3.67009832199333;3.46320170746022;3.51973720280498;2.8786203527613;3.69916605436049;3.52970480242446;3.74795496312159;3.37905056163788;2.83209444307479;3.36761859499357;3.53975702854426;2.84800066015709;5.45967305323282;3.44299683380665;2.38496754694837;3.32671046779238;2.94414672725435;2.86889033290433;3.33856936219102;2.09080788958823;2.78634843669992;1;1;1;1;1;1;2.684162;4.261663;1.974185;1;1;3.573757;1;1;2.115827;1;1;1;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
65;3;30;0;0;8740;550;1;39.95054;998.85964;3.9415114326344;2.74036268949424;0;1.60152265392373;2.99950446534694;4.2542925832878;5.57379332770854;4.28588020256065;4.61035400503481;3.69741969909386;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;4.14495141540325;5.52178731590242;5.66829683620757;3.65341842743192;2.41355624326404;2.43247411919635;2.44594206680838;2.53115219901003;1.9698178204238;2.24720222864421;1;1;2.72067088037479;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;1;1;1;1;3.51548805217588;2.5628832159573;3.46320170746022;3.51973720280498;5.03556838940938;3.69916605436049;3.52970480242446;3.74795496312159;1;2.83209444307479;3.36761859499357;3.53975702854426;3.91202946372234;5.45967305323282;3.44299683380665;1;2.36312148816913;2.12896031990924;1;1;1;1;1;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
58;3;25;0;0;3400;900;1;9.9994;400.0032;3.53147891704225;2.95424250943932;0;0.999973941549324;2.60206346566992;4.2542925832878;5.57379332770854;5.39937960045806;5.96860119656302;3.69741969909386;2.30413729102943;1;2.23745981113385;2.28323413237892;4.14495141540325;5.52178731590242;4.73145170458151;3.65341842743192;2.41355624326404;1;1;3.60952280611687;1.9698178204238;1;1;1;2.08858216452189;1;1;1;1;1;1;2.18360252716324;2.21240122373237;2.47972427536165;2.5628832159573;3.46320170746022;3.51973720280498;5.03556838940938;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;2.83209444307479;3.36761859499357;3.53975702854426;3.91202946372234;3.92476742236085;3.44299683380665;2.38496754694837;1;1;1.99998511662762;1;2.09080788958823;2.03467826156653;1;1;2.905658;2.251186;1;2.302462;2.684162;1.962471;1.974185;1;2.605249;3.573757;1;2.34137;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
65;4;40;0;0;3500;1400;1;9.9995;400.001;3.54406804435028;3.14612803567824;0;0.999978284733019;2.60206107706281;4.2542925832878;4.39253015068777;5.39937960045806;4.61035400503481;2.94461110793176;4.03929773138387;2.95864693240493;3.87962946468104;3.02302234443974;4.14495141540325;4.24608497988177;3.58493271188774;3.65341842743192;2.41355624326404;3.28560161854869;4.22171297963188;3.60952280611687;2.77800192451502;2.24720222864421;2.13161221186729;3.10234489670439;2.72067088037479;1;2.14988140028723;2.36735499135022;2.63965719851903;3.85216486801159;2.20505496578415;2.18360252716324;2.89397811126238;3.51548805217588;3.67009832199333;3.46320170746022;3.51973720280498;3.78516282478141;4.58912371182732;3.52970480242446;4.69216891683647;3.37905056163788;3.97858642299128;2.2414941394042;2.20635182314303;2.84800066015709;2.93663138247969;3.44299683380665;2.38496754694837;2.36312148816913;2.12896031990924;2.86889033290433;3.33856936219102;2.09080788958823;2.03467826156653;1;1;2.905658;2.251186;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
54;3;20;0;0;3500;1000;1;19.999;400.001;3.54406804435028;3;0;1.301008280397;2.60206107706281;5.36991781520157;5.57379332770854;5.39937960045806;5.96860119656302;3.69741969909386;3.18003084730744;1;1;3.02302234443974;5.62496868519971;5.52178731590242;5.66829683620757;3.65341842743192;2.41355624326404;2.43247411919635;2.44594206680838;3.60952280611687;1.9698178204238;1;1;1;2.08858216452189;2.91140592315142;1;3.23049615114934;1;2.29963817688237;2.20505496578415;1;1;2.47972427536165;3.67009832199333;2.47541720935374;3.51973720280498;3.78516282478141;3.69916605436049;3.52970480242446;3.74795496312159;2.25494251102376;2.83209444307479;3.36761859499357;3.53975702854426;3.91202946372234;5.45967305323282;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;1.99998511662762;2.22453451561005;1;2.03467826156653;1;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;2.34137;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
62;4;45;0;0;3500;1300;1;9.9995;400.001;3.54406804435028;3.11394335230684;0;0.999978284733019;2.60206107706281;5.36991781520157;4.39253015068777;5.39937960045806;4.61035400503481;3.69741969909386;3.18003084730744;2.18594503766934;2.23745981113385;3.02302234443974;4.14495141540325;4.24608497988177;4.73145170458151;3.65341842743192;1;2.43247411919635;2.44594206680838;3.60952280611687;1;1;1;1;2.08858216452189;2.91140592315142;2.14988140028723;3.23049615114934;2.0216462429411;2.29963817688237;3.07992614689203;2.18360252716324;2.89397811126238;2.47972427536165;3.67009832199333;2.47541720935374;3.51973720280498;5.03556838940938;3.69916605436049;3.52970480242446;3.74795496312159;1;2.83209444307479;3.36761859499357;3.53975702854426;5.25878591486575;3.92476742236085;2.38080044094893;1;1;1;1;2.22453451561005;1;2.03467826156653;1;1;2.905658;1;1;2.302462;2.684162;3.08235;1.974185;1;2.605249;3.573757;1;1;1;2.859918;1;2.15365;3.361935;3.188445;3.443439;3.323561;3.259124;3.404671
58;3;35;0;0;7000;1000;1;19.999;399.994;3.84509804001426;3;0;1.301008280397;2.60205347686188;5.36991781520157;5.57379332770854;4.28588020256065;4.61035400503481;3.69741969909386;2.30413729102943;2.18594503766934;2.23745981113385;2.28323413237892;2.1901362459633;3.46282790718806;2.3523464334854;2.43959482877361;4.11256210180924;4.0084586492562;3.39423935463136;3.60952280611687;1;1;2.13161221186729;2.18716124235017;2.72067088037479;2.14572790578305;2.14988140028723;2.36735499135022;2.0216462429411;2.29963817688237;1;1;1;3.51548805217588;2.5628832159573;3.46320170746022;2.36706545328246;3.78516282478141;3.69916605436049;3.52970480242446;5.99035811346121;3.37905056163788;3.97858642299128;3.36761859499357;3.53975702854426;3.91202946372234;3.92476742236085;2.38080044094893;2.38496754694837;2.36312148816913;2.12896031990924;1;1;1;1;3.400244;1;2.905658;2.251186;1;2.302462;3.619373;3.08235;2.718569;1;2.605249;3.573757;2.527282;2.34137;1;3.805811;1;2.15365;3.361935;3.188445;2.417717;3.323561;3.259124;3.404671
